degree,year,goal,study_hours,self_learning_hours,screen_time,sleep_hours,cgpa,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,internships_count,github_activity_score,programming_score,sql_score,communication_score,resume_score,ats_score,academic_score,academic_category,employability_score
B.Tech,4,Placement,8.0,2.3,9.8,7.9,8.31,88,98,0,5,3,1,82,69,59,59,56,57,95.4,Excellent,66.1
B.Tech,3,Placement,2.4,2.1,3.3,6.9,6.97,81,82,0,3,1,0,57,69,61,65,63,66,69.8,Average,54.3
B.Com,3,Placement,5.9,3.1,5.8,6.9,7.13,69,79,0,5,2,1,59,66,69,57,61,59,85.2,Good,64.5
BCA,4,Placement,5.1,2.6,2.5,7.3,7.2,89,87,0,6,6,2,83,86,80,84,80,82,87.7,Good,86.5
B.Tech,2,Placement,2.7,3.0,9.2,8.4,7.94,81,80,0,5,3,1,100,67,80,60,69,71,78.5,Good,71.4
B.Tech,4,Government Exam,4.3,2.5,6.8,8.1,8.25,82,89,1,6,5,1,93,76,63,75,82,75,81.1,Good,77.8
BBA,2,Placement,4.4,0.6,6.3,7.7,6.53,70,79,3,2,3,0,50,61,56,47,40,40,40.3,At Risk,42.8
B.Tech,4,Placement,6.5,2.5,8.9,5.9,7.63,79,91,0,5,3,2,73,70,85,55,93,92,86.6,Good,78.0
B.Tech,1,Higher Studies,3.4,2.6,6.3,6.7,6.74,87,80,0,4,3,0,97,72,63,51,40,40,71.0,Average,57.5
BCA,4,Entrepreneurship,4.1,2.8,6.4,6.8,8.24,94,79,0,6,3,1,89,90,56,50,71,66,89.4,Good,76.0
BBA,1,Placement,1.0,1.8,6.3,8.4,6.63,88,84,0,3,2,0,72,53,67,58,56,44,59.3,Average,50.7
BBA,2,Placement,7.1,1.1,7.1,6.8,9.8,90,92,0,2,3,1,41,55,37,69,64,69,98.7,Excellent,49.4
B.Tech,3,Higher Studies,2.9,3.2,5.0,8.3,7.53,89,70,0,6,3,0,97,88,57,83,52,41,82.4,Good,71.8
BBA,2,Entrepreneurship,5.0,2.2,5.6,6.4,8.71,88,91,0,4,3,0,73,57,56,62,40,50,91.4,Excellent,51.6
B.Tech,3,Government Exam,4.3,2.7,7.6,6.5,6.64,90,77,0,8,5,2,100,82,53,65,98,97,79.9,Good,91.3
B.Tech,2,Higher Studies,4.4,2.2,6.6,7.5,7.56,91,88,0,4,2,0,79,81,70,69,57,54,79.3,Good,63.0
BBA,3,Placement,5.7,2.5,5.8,8.6,8.31,86,81,0,5,2,0,72,65,81,56,44,40,92.9,Excellent,59.2
BCA,1,Higher Studies,7.0,2.0,3.2,6.8,7.02,93,73,0,3,2,0,73,60,90,64,47,40,83.9,Good,54.0
B.Com,1,Placement,4.9,1.3,9.0,4.4,7.65,92,95,2,1,1,0,17,34,57,90,40,40,55.5,Average,34.0
BBA,2,Higher Studies,5.5,3.1,4.7,5.4,8.67,82,96,0,4,2,1,50,65,60,69,73,74,95.3,Excellent,62.5
BCA,2,Government Exam,5.0,1.8,8.0,7.3,7.35,73,84,0,5,2,0,75,78,54,90,57,64,79.4,Good,65.2
B.Tech,1,Entrepreneurship,6.0,2.7,6.4,5.5,7.04,74,86,0,4,3,0,73,78,73,65,54,46,81.4,Good,61.0
B.Tech,2,Placement,3.8,3.0,3.4,6.1,9.09,100,97,0,6,5,0,76,88,36,57,61,63,98.7,Excellent,66.5
B.Tech,2,Placement,6.1,1.8,8.5,7.0,6.76,75,81,2,2,2,0,42,56,59,77,61,52,55.5,Average,47.4
B.Tech,1,Higher Studies,6.2,1.1,6.5,4.6,7.97,100,77,0,1,2,0,11,40,69,80,51,46,79.8,Good,36.9
Law,3,Government Exam,6.1,5.4,8.7,6.6,7.18,77,86,1,8,4,0,100,100,55,59,77,80,86.0,Good,82.1
B.Tech,4,Government Exam,3.5,1.9,5.6,5.8,6.58,73,89,2,5,3,0,94,68,58,69,61,56,55.3,Average,63.7
B.Com,1,Placement,4.2,3.2,7.4,5.5,8.2,98,92,0,2,1,0,31,50,79,64,49,57,81.5,Good,43.5
BCA,3,Placement,4.9,4.8,2.5,6.2,7.44,94,85,0,6,4,1,73,89,64,48,64,68,93.3,Excellent,73.7
BBA,3,Higher Studies,2.4,3.4,5.0,5.9,7.63,92,90,1,6,5,1,97,93,82,49,78,81,74.3,Average,81.3
BCA,2,Placement,6.9,2.1,3.5,7.5,5.9,84,76,1,4,1,1,56,77,89,62,60,58,68.7,Average,66.3
BCA,3,Entrepreneurship,4.5,2.4,5.3,8.2,8.03,83,95,0,7,4,1,100,94,72,78,65,61,91.2,Excellent,84.6
BCA,2,Placement,4.9,1.5,6.9,6.6,6.99,91,93,1,2,2,0,46,58,60,75,46,44,62.8,Average,45.9
B.Tech,2,Government Exam,3.6,3.6,4.8,6.4,5.75,80,67,0,4,3,0,83,66,88,54,56,57,67.3,Average,59.7
BBA,1,Higher Studies,2.5,3.2,7.7,6.6,8.97,91,99,0,2,2,0,24,67,27,51,58,60,81.9,Good,42.0
B.Tech,3,Government Exam,3.6,1.9,4.3,5.9,7.98,90,100,0,5,3,0,86,73,41,54,66,62,84.1,Good,61.8
B.Tech,3,Placement,4.8,1.2,7.8,5.7,7.83,97,90,0,4,1,2,52,62,76,53,64,60,79.8,Good,65.6
BCA,1,Government Exam,5.5,0.9,8.6,5.4,8.85,97,98,0,0,3,0,17,48,100,54,48,40,80.5,Good,36.7
B.Tech,2,Placement,4.7,3.7,8.0,5.7,7.83,71,81,0,4,3,0,56,78,75,40,40,51,84.2,Good,54.9
Law,4,Higher Studies,5.0,2.6,5.3,8.6,6.93,91,78,0,6,7,1,100,75,67,35,75,70,82.5,Good,73.6
Law,2,Placement,4.0,2.8,2.0,6.3,7.34,93,82,0,4,2,0,72,65,58,34,50,42,82.2,Good,52.5
Law,2,Placement,5.2,1.5,7.2,4.1,7.08,82,80,1,2,0,1,45,46,73,46,44,40,64.2,Average,46.0
B.Tech,4,Placement,6.7,0.7,5.7,6.4,7.46,88,74,0,4,3,1,88,65,82,78,54,51,83.6,Good,66.4
B.Tech,3,Placement,5.6,3.7,4.0,5.4,6.6,83,80,0,5,5,0,80,86,76,95,71,73,82.8,Good,72.6
Law,3,Entrepreneurship,5.7,2.6,4.9,7.1,6.88,68,89,1,5,4,0,95,70,65,89,63,63,74.4,Average,67.2
B.Tech,3,Placement,4.9,3.6,8.9,7.0,8.45,89,78,0,6,4,0,100,75,80,67,67,66,92.7,Excellent,71.9
Law,4,Government Exam,2.2,2.0,3.7,7.1,7.54,84,86,1,6,4,1,94,82,69,55,79,83,71.4,Average,77.4
Law,2,Entrepreneurship,2.9,2.2,6.9,7.0,6.89,83,83,2,5,3,0,83,86,72,59,58,61,55.4,Average,67.0
B.Com,2,Placement,5.2,3.4,6.4,6.6,6.75,79,79,2,4,2,0,82,89,79,66,67,62,61.8,Average,67.2
B.Tech,2,Higher Studies,4.5,3.4,5.3,5.5,7.21,91,87,0,5,4,0,100,90,50,89,58,59,82.6,Good,70.5
B.Tech,4,Placement,5.2,3.5,7.3,6.9,6.16,74,82,0,5,5,2,81,78,64,53,50,51,74.4,Average,72.2
B.Com,3,Placement,7.0,2.1,9.3,8.0,8.07,97,84,1,7,4,0,94,76,66,65,80,77,86.6,Good,74.8
B.Tech,1,Placement,5.6,3.2,5.4,8.8,8.59,97,97,0,2,0,0,56,67,46,66,40,47,90.5,Excellent,46.0
B.Tech,4,Entrepreneurship,6.4,3.8,5.5,6.8,9.8,100,98,0,7,4,2,100,89,48,63,81,77,100.0,Excellent,87.0
BCA,2,Placement,4.6,2.4,7.2,6.9,6.6,96,94,2,1,1,1,44,52,55,40,58,55,50.3,At Risk,44.1
Law,1,Higher Studies,3.3,1.9,7.8,7.5,8.21,100,87,0,2,1,0,54,72,80,61,40,40,75.5,Good,49.9
BBA,2,Higher Studies,4.4,4.1,5.7,8.5,6.93,75,80,1,7,4,0,100,100,62,48,66,71,77.1,Good,77.1
BCA,2,Entrepreneurship,3.3,1.7,5.4,6.5,6.38,84,78,0,4,3,0,71,71,66,92,54,60,66.9,Average,61.3
B.Tech,4,Placement,6.8,3.3,2.0,7.7,6.91,78,92,0,8,5,3,100,92,69,71,100,100,96.3,Excellent,100.0
BCA,1,Higher Studies,5.7,2.4,4.4,6.2,7.88,100,85,1,3,3,0,34,64,74,78,55,59,78.5,Good,52.3
Law,4,Higher Studies,5.3,0.3,3.7,7.3,6.85,89,81,0,5,5,2,99,53,72,54,65,64,77.5,Good,70.9
B.Tech,3,Higher Studies,6.4,3.9,7.4,8.0,7.31,97,99,0,7,5,0,100,98,66,59,62,67,91.9,Excellent,77.7
BCA,1,Entrepreneurship,1.5,0.0,5.5,5.7,6.72,87,71,2,1,0,0,19,55,62,89,40,41,38.7,At Risk,40.0
B.Com,4,Government Exam,5.4,0.1,5.4,6.5,7.04,64,86,2,6,5,1,94,64,81,77,57,56,63.3,Average,73.0
BBA,2,Placement,2.5,3.1,6.0,8.0,6.55,76,80,3,6,4,0,100,77,57,70,58,56,48.3,At Risk,69.0
BBA,2,Placement,4.5,3.1,4.3,7.6,5.5,72,74,3,5,2,0,84,85,85,81,71,71,45.5,At Risk,72.2
BBA,2,Placement,4.0,1.7,9.1,8.0,7.58,84,77,0,4,1,0,57,64,56,88,59,57,75.1,Good,57.2
B.Tech,4,Placement,5.5,2.7,8.6,7.8,7.78,91,80,2,8,7,2,96,99,60,83,91,93,75.5,Good,96.7
B.Tech,2,Placement,4.8,0.0,9.2,6.7,6.91,88,79,2,2,1,0,80,43,75,77,40,40,48.6,At Risk,46.4
B.Com,1,Placement,6.5,3.3,7.4,9.0,8.2,69,91,0,5,3,0,53,75,100,78,44,46,94.5,Excellent,63.9
B.Com,1,Placement,3.6,2.8,5.9,7.1,8.7,91,96,0,5,3,0,85,80,35,61,64,67,90.0,Excellent,63.0
B.Com,2,Entrepreneurship,5.6,2.4,9.2,4.0,7.76,84,71,0,6,4,0,83,77,77,67,72,72,86.4,Good,71.0
Law,3,Placement,4.7,2.5,4.6,6.7,8.81,100,80,0,4,2,0,83,67,72,73,57,55,93.1,Excellent,60.2
BCA,2,Entrepreneurship,2.0,3.1,4.3,6.5,9.22,100,96,0,5,3,0,61,74,58,68,66,61,91.8,Excellent,62.3
BCA,1,Placement,3.1,2.5,4.8,7.8,9.65,96,98,0,3,1,0,80,70,70,71,49,48,92.7,Excellent,56.2
BBA,1,Higher Studies,4.3,0.3,7.0,6.5,6.47,84,69,3,0,0,0,18,48,46,63,40,41,34.1,At Risk,31.1
BCA,2,Government Exam,6.2,5.1,4.5,8.1,6.76,70,89,0,6,4,0,88,94,53,32,58,51,90.4,Excellent,67.8
BBA,4,Placement,5.2,3.9,5.7,7.6,7.28,91,84,0,8,6,2,100,90,71,73,91,82,92.0,Excellent,94.7
BBA,2,Placement,2.7,1.0,2.8,6.0,7.43,83,90,1,1,2,0,23,59,49,66,42,41,60.8,Average,38.2
B.Com,4,Placement,4.3,2.1,7.0,6.9,8.97,88,84,0,4,3,0,62,70,67,66,60,56,89.8,Good,58.3
B.Tech,2,Placement,7.5,2.2,3.0,6.2,8.59,100,78,0,3,2,0,66,72,55,91,58,63,98.8,Excellent,57.1
B.Tech,1,Entrepreneurship,4.7,3.8,4.1,7.2,6.52,84,78,2,3,3,0,30,59,58,69,49,55,59.6,Average,47.1
B.Tech,4,Government Exam,4.0,0.0,8.4,6.2,6.95,79,80,2,3,4,3,44,64,81,55,80,75,49.2,At Risk,70.2
BCA,2,Placement,5.2,1.9,8.4,7.1,7.65,83,83,0,2,3,0,66,54,47,73,42,40,76.3,Good,44.7
B.Tech,3,Placement,5.6,0.4,6.7,6.7,6.41,84,77,2,3,4,0,54,53,64,66,66,69,52.2,At Risk,50.7
BCA,4,Placement,3.8,2.2,6.6,6.8,7.48,89,98,0,7,4,2,95,86,72,78,95,96,83.1,Good,91.6
BCA,1,Placement,5.3,1.9,4.9,9.0,6.62,83,67,2,2,2,0,24,41,68,57,50,52,55.6,Average,39.0
B.Tech,1,Higher Studies,4.0,2.6,4.5,6.6,6.02,70,72,0,4,1,0,50,73,56,55,49,53,68.9,Average,54.0
BCA,3,Placement,5.6,1.8,5.3,5.1,6.88,75,79,0,5,5,0,94,69,70,58,61,59,80.1,Good,64.1
B.Tech,2,Higher Studies,4.8,1.6,3.0,8.0,7.98,83,87,0,1,0,0,19,62,49,44,40,40,80.4,Good,36.0
B.Tech,1,Placement,5.2,3.2,6.5,8.0,8.05,88,92,0,3,2,0,68,70,57,59,55,59,86.0,Good,53.4
B.Com,1,Placement,3.4,3.0,6.1,5.0,7.49,87,91,0,3,1,0,41,59,88,84,40,42,76.0,Good,51.2
B.Tech,1,Higher Studies,3.3,3.2,4.1,6.3,8.28,90,96,0,4,3,0,66,66,74,56,47,57,86.3,Good,55.4
B.Tech,3,Placement,5.9,2.3,9.1,7.4,8.58,92,93,0,5,5,1,78,54,65,48,70,72,91.9,Excellent,63.5
BCA,1,Entrepreneurship,4.4,1.8,7.2,7.5,7.74,100,72,0,3,1,0,44,81,71,58,63,64,77.5,Good,56.4
BBA,2,Entrepreneurship,4.9,2.4,7.4,7.0,7.7,95,72,0,3,1,0,57,44,52,67,54,59,79.7,Good,46.1
B.Tech,3,Placement,4.0,3.1,5.0,7.0,7.62,97,94,0,5,3,2,48,73,69,56,73,83,84.3,Good,71.6
BCA,2,Placement,5.8,0.0,6.0,6.1,7.64,91,94,0,0,0,1,18,45,58,65,40,43,72.7,Average,36.8
B.Tech,1,Government Exam,3.6,3.0,7.3,4.6,5.5,78,82,1,4,1,0,74,83,56,68,51,50,53.5,At Risk,60.6
B.Tech,3,Entrepreneurship,4.3,2.9,6.3,9.0,8.57,96,82,0,5,1,0,67,90,63,65,45,42,90.9,Excellent,64.2
BCA,1,Government Exam,5.7,2.6,9.2,6.0,8.11,92,84,1,4,3,0,71,69,55,63,52,53,77.9,Good,56.4
BCA,3,Placement,6.3,2.3,5.6,7.2,6.74,90,78,0,6,5,2,94,83,67,86,97,92,83.8,Good,88.2
BCA,4,Entrepreneurship,3.7,0.0,5.0,6.8,8.74,85,81,0,3,2,1,58,52,71,67,61,64,82.1,Good,56.0
BBA,2,Placement,7.4,2.0,7.3,7.9,7.48,93,87,0,4,2,0,47,55,60,55,59,60,86.9,Good,51.2
Law,2,Government Exam,5.0,4.6,3.5,7.1,7.55,89,100,0,6,4,0,93,80,22,74,49,51,93.1,Excellent,64.4
BCA,2,Entrepreneurship,2.9,2.5,7.8,7.2,8.26,76,84,0,3,3,0,30,51,51,64,63,54,78.1,Good,46.0
B.Tech,2,Placement,5.1,2.1,3.4,4.4,7.86,89,96,1,3,4,0,46,66,48,65,64,70,76.9,Good,51.3
BBA,4,Entrepreneurship,3.9,2.5,7.3,6.2,8.69,83,82,0,4,4,3,67,67,70,77,81,76,87.1,Good,77.7
B.Tech,4,Placement,5.2,2.9,4.7,7.7,7.36,82,72,0,6,3,1,95,80,54,81,76,70,87.4,Good,77.6
B.Tech,2,Entrepreneurship,4.4,3.3,7.0,7.7,9.09,94,99,0,4,3,0,49,78,57,51,50,40,93.6,Excellent,55.1
B.Tech,3,Placement,4.6,2.2,7.8,6.0,6.89,72,80,0,4,2,1,63,70,77,85,61,58,73.6,Average,66.7
B.Tech,4,Entrepreneurship,3.1,3.0,6.3,5.4,8.56,92,99,0,7,5,2,100,92,53,64,100,100,91.6,Excellent,90.8
Law,4,Placement,6.0,4.5,3.6,7.1,5.76,79,89,1,8,7,1,100,100,68,64,76,75,77.5,Good,88.7
B.Com,2,Government Exam,2.8,3.7,4.2,4.1,6.32,87,78,2,6,3,0,59,78,55,52,78,82,58.1,Average,66.2
BBA,2,Higher Studies,2.8,5.3,4.5,5.9,7.59,84,96,1,7,4,0,100,81,57,73,84,90,81.3,Good,77.2
B.Tech,2,Placement,5.1,1.7,2.2,8.8,7.3,88,77,1,3,1,0,41,57,47,47,55,62,72.7,Average,45.4
B.Tech,4,Placement,6.9,4.5,8.3,8.4,7.87,88,79,0,8,5,2,100,96,57,71,87,85,100.0,Excellent,94.0
B.Tech,1,Government Exam,4.0,1.6,6.2,7.5,7.53,84,93,0,3,1,0,57,64,72,84,41,40,75.1,Good,52.9
B.Tech,3,Placement,5.6,2.9,3.7,7.3,6.66,69,69,0,6,6,1,93,87,50,61,76,75,84.1,Good,76.8
BCA,2,Higher Studies,6.1,3.4,8.9,5.0,6.81,83,82,2,6,4,0,100,74,54,77,64,62,66.7,Average,69.6
BBA,2,Placement,5.7,1.9,4.6,6.3,7.97,95,96,0,3,5,0,52,52,97,65,51,61,86.1,Good,51.5
BBA,2,Entrepreneurship,4.0,2.6,6.5,6.7,6.91,77,93,0,3,3,0,57,76,68,48,48,49,72.1,Average,52.7
B.Tech,4,Placement,2.9,3.6,4.3,6.3,8.54,90,85,0,7,6,2,78,91,70,66,86,88,93.7,Excellent,88.5
Law,1,Placement,1.2,1.6,2.0,6.6,6.91,83,90,0,2,0,0,53,59,55,62,51,55,64.1,Average,45.8
BBA,3,Placement,4.1,4.5,3.3,8.3,8.16,99,78,0,8,5,2,100,100,80,75,87,93,99.4,Excellent,97.8
BCA,1,Placement,6.3,0.8,5.1,6.5,8.24,91,82,0,2,0,0,92,54,83,60,57,56,85.3,Good,51.9
BCA,1,Placement,2.8,4.8,7.8,6.7,6.78,86,83,1,5,2,0,76,82,55,70,59,62,66.5,Average,65.0
B.Tech,2,Placement,5.6,3.7,6.7,7.7,5.95,79,81,2,5,3,0,86,74,81,52,58,61,59.0,Average,64.3
B.Tech,2,Entrepreneurship,3.1,2.4,6.3,5.6,8.43,88,80,0,5,3,0,89,70,85,70,51,43,85.1,Good,64.7
B.Tech,2,Government Exam,4.7,2.0,2.0,6.2,6.72,74,96,3,4,3,1,66,85,33,65,62,59,53.8,At Risk,64.3
BBA,2,Higher Studies,5.6,1.9,8.5,6.3,7.37,84,69,0,3,2,0,62,77,77,63,51,50,76.9,Good,56.4
B.Tech,1,Placement,3.5,2.3,6.4,7.1,7.29,89,84,0,2,2,0,77,66,53,65,40,44,71.1,Average,48.4
B.Tech,2,Higher Studies,4.8,2.4,5.8,6.7,7.57,88,86,0,4,1,0,56,69,84,61,60,77,81.9,Good,58.6
B.Tech,4,Placement,3.9,4.0,8.3,6.7,8.35,100,74,0,8,6,2,82,100,52,66,95,93,94.2,Excellent,93.5
B.Tech,4,Government Exam,5.6,4.9,8.5,6.3,7.74,96,96,1,7,5,1,84,83,74,62,93,91,85.8,Good,82.9
B.Com,2,Placement,4.9,2.7,8.3,5.9,7.51,97,79,0,5,3,1,94,83,38,53,60,62,81.8,Good,68.8
BBA,3,Placement,4.6,1.5,5.5,7.6,8.5,76,89,0,3,3,2,48,59,81,49,67,58,85.3,Good,61.8
BCA,4,Placement,6.8,1.8,4.0,6.7,8.47,100,91,0,4,2,3,100,67,66,59,83,74,95.9,Excellent,78.9
B.Tech,1,Entrepreneurship,5.5,2.3,8.0,7.6,7.06,87,71,1,4,3,0,78,69,84,61,55,54,69.6,Average,60.3
BCA,4,Placement,3.5,1.3,3.3,5.9,6.39,85,71,0,5,4,0,70,68,54,30,54,51,70.7,Average,55.7
BCA,4,Higher Studies,4.4,1.1,9.9,6.3,6.81,91,94,1,4,5,1,56,70,68,65,52,57,59.9,Average,61.5
B.Tech,1,Placement,4.4,5.0,6.1,6.8,7.51,87,84,2,6,3,0,85,100,87,91,64,62,73.2,Average,79.1
B.Tech,1,Government Exam,4.6,2.9,3.9,6.9,6.47,73,59,0,4,3,0,37,78,64,73,65,59,75.5,Good,58.9
B.Tech,4,Entrepreneurship,8.0,1.5,3.5,7.8,8.18,100,85,0,4,4,2,72,66,71,62,72,66,96.9,Excellent,70.1
BCA,2,Placement,5.1,3.5,3.4,6.6,7.54,81,84,1,5,3,0,90,70,75,55,59,65,81.0,Good,63.6
BCA,1,Placement,1.4,1.1,6.3,7.7,5.5,69,78,3,3,2,0,41,59,41,44,55,51,26.2,At Risk,45.0
B.Tech,2,Entrepreneurship,3.7,1.2,6.0,7.4,6.19,79,63,0,3,2,0,32,59,57,75,58,56,62.9,Average,49.0
B.Tech,2,Higher Studies,1.6,1.5,3.5,6.9,5.5,74,76,3,0,0,0,6,52,82,70,42,41,24.3,At Risk,35.4
BCA,3,Placement,4.0,4.5,5.3,6.0,7.19,85,77,0,6,4,1,100,82,34,50,62,59,85.2,Good,71.5
BCA,3,Higher Studies,1.5,2.2,3.3,7.8,8.09,89,89,0,6,5,1,100,71,81,76,75,77,82.4,Good,78.1
B.Com,4,Higher Studies,3.2,0.0,7.2,6.1,5.68,89,81,0,3,3,2,59,57,56,75,62,71,53.8,At Risk,61.8
BBA,2,Placement,2.2,4.0,5.9,7.0,6.04,83,82,0,7,5,0,100,98,95,56,62,65,71.0,Average,80.2
B.Tech,2,Government Exam,5.1,2.1,5.2,6.9,7.51,80,96,2,6,2,0,66,79,71,61,55,59,70.4,Average,66.2
B.Tech,2,Placement,4.5,0.3,3.4,6.8,6.62,77,98,2,2,2,1,40,58,52,67,55,50,51.6,At Risk,50.2
BCA,2,Placement,5.0,2.1,5.4,6.6,6.68,80,72,1,3,1,1,64,53,79,71,55,57,65.2,Average,57.2
B.Tech,1,Government Exam,4.3,3.1,5.2,6.2,8.04,87,84,0,3,0,0,67,71,86,51,49,56,84.4,Good,54.9
BCA,4,Placement,2.4,3.0,6.6,5.4,6.82,79,88,1,7,7,0,100,76,74,71,60,58,67.1,Average,73.8
Law,4,Placement,5.3,4.7,6.3,8.4,6.35,72,79,1,8,7,3,100,100,58,65,100,99,77.6,Good,100.0
BCA,2,Higher Studies,7.4,1.5,7.6,6.5,6.13,82,57,0,3,2,0,75,71,86,78,48,52,72.5,Average,58.3
B.Tech,3,Entrepreneurship,5.1,2.6,5.0,6.9,9.65,94,92,0,4,4,1,79,73,51,74,58,65,100.0,Excellent,64.5
BCA,1,Entrepreneurship,3.9,1.7,2.3,6.9,8.49,84,98,0,2,1,0,26,43,81,65,40,45,84.6,Good,40.3
BCA,2,Entrepreneurship,2.4,0.6,8.0,8.1,6.85,88,71,1,1,1,1,25,36,28,76,65,59,49.2,At Risk,40.0
BCA,3,Entrepreneurship,3.1,3.6,4.1,8.9,7.45,94,86,0,4,2,1,42,89,66,46,51,53,80.0,Good,62.7
Law,2,Placement,5.2,3.1,3.8,7.2,7.24,84,68,0,4,2,0,82,62,56,60,58,55,83.8,Good,56.5
B.Tech,4,Placement,6.1,2.8,5.9,6.8,8.28,100,95,0,7,5,1,100,90,44,53,81,79,98.3,Excellent,80.6
Law,3,Government Exam,4.9,3.0,6.6,5.9,6.86,100,84,2,7,4,2,85,100,84,58,80,74,67.0,Average,91.0
Law,2,Placement,5.7,1.7,4.9,5.6,7.27,90,79,1,3,0,0,50,62,32,58,55,54,71.6,Average,47.1
B.Tech,3,Higher Studies,5.6,1.3,4.9,5.2,8.14,86,84,0,4,3,2,41,55,85,49,75,71,87.5,Good,65.0
B.Tech,1,Higher Studies,5.3,2.5,5.2,6.2,9.0,97,78,0,3,1,0,54,50,42,76,58,57,93.6,Excellent,47.8
B.Tech,2,Placement,3.5,3.9,8.8,4.9,8.09,80,95,0,7,4,0,91,93,80,74,72,75,88.2,Good,80.0
B.Tech,2,Entrepreneurship,4.8,4.4,6.0,8.1,8.72,86,83,0,5,3,1,62,73,53,57,65,66,96.9,Excellent,65.6
B.Tech,2,Higher Studies,3.2,3.5,4.1,7.4,7.1,72,87,1,4,3,0,67,73,35,37,52,57,69.4,Average,52.4
BBA,3,Placement,4.5,2.5,4.1,6.7,7.02,80,75,0,5,4,1,100,66,58,58,84,81,80.7,Good,71.0
B.Tech,2,Entrepreneurship,5.0,2.8,5.5,8.1,5.9,69,96,1,5,2,0,91,71,73,64,68,60,64.4,Average,66.2
B.Tech,3,Placement,7.0,2.5,6.5,5.9,8.02,95,99,1,5,2,1,76,70,51,81,62,70,85.7,Good,67.9
B.Com,3,Placement,2.5,1.3,7.0,6.2,7.62,82,100,0,2,1,0,43,52,68,58,50,53,68.1,Average,43.9
B.Tech,2,Higher Studies,5.2,2.5,6.2,5.1,7.41,89,100,1,5,2,0,100,69,75,76,63,66,75.8,Good,67.0
B.Com,4,Government Exam,6.7,0.9,4.3,7.8,7.21,92,78,0,4,3,3,86,65,87,58,79,82,83.3,Good,78.8
B.Tech,1,Government Exam,5.6,2.4,5.2,6.2,8.86,100,83,0,3,2,0,51,72,65,71,66,67,93.4,Excellent,55.9
B.Tech,1,Government Exam,5.7,4.5,7.5,7.0,8.33,88,100,0,7,4,0,100,89,82,74,67,72,99.4,Excellent,79.3
BBA,2,Government Exam,5.4,3.5,3.7,8.0,8.89,96,89,0,4,1,0,53,76,77,71,55,52,98.5,Excellent,59.6
BCA,2,Placement,6.4,1.4,5.1,8.4,7.01,87,89,1,1,0,0,32,43,63,53,50,54,67.1,Average,36.3
B.Com,1,Entrepreneurship,2.9,2.4,7.2,7.0,6.69,93,76,0,3,1,0,67,52,82,60,44,46,65.8,Average,49.7
BBA,3,Entrepreneurship,2.4,1.5,7.8,7.4,8.35,97,83,0,2,1,1,59,59,78,72,51,52,73.3,Average,54.5
B.Com,2,Placement,4.5,2.4,5.6,6.1,7.53,98,91,1,4,3,0,58,76,62,46,67,65,73.0,Average,58.0
B.Tech,2,Placement,1.3,3.7,5.2,8.7,6.58,69,65,3,5,2,0,95,64,75,74,59,61,44.7,At Risk,64.7
B.Tech,4,Entrepreneurship,6.3,3.3,3.4,6.8,7.4,81,90,1,7,5,1,100,87,69,50,69,68,87.5,Good,80.2
BBA,3,Entrepreneurship,6.3,5.5,7.1,7.1,7.84,97,90,0,7,4,1,99,100,73,48,77,81,99.6,Excellent,84.8
B.Com,4,Entrepreneurship,3.8,3.9,8.6,6.6,8.38,96,84,1,8,6,0,100,98,93,58,73,70,85.8,Good,84.7
Law,1,Entrepreneurship,3.9,2.7,11.1,8.2,7.35,85,84,0,2,2,0,38,56,52,56,58,53,69.0,Average,43.7
B.Tech,3,Higher Studies,4.4,3.3,6.8,7.2,8.27,87,89,0,5,4,1,63,78,68,67,76,79,89.2,Good,71.1
B.Tech,4,Higher Studies,4.6,2.3,5.9,7.8,8.01,96,88,0,6,3,2,81,86,65,68,81,92,88.4,Good,83.4
BBA,3,Higher Studies,4.7,1.1,4.2,7.4,6.81,68,87,3,4,6,1,78,57,76,65,77,78,50.7,At Risk,65.2
B.Tech,3,Placement,5.3,4.1,2.2,6.8,6.91,90,76,3,7,6,2,89,100,58,53,94,93,67.2,Average,90.2
Law,2,Government Exam,4.2,3.7,6.4,7.9,7.13,86,100,0,7,3,0,100,78,56,79,70,79,84.8,Good,74.9
B.Com,1,Higher Studies,5.9,2.2,10.7,7.3,6.58,79,79,1,4,1,0,55,76,64,65,49,51,64.1,Average,56.9
B.Tech,2,Higher Studies,5.2,2.8,8.5,6.0,7.21,90,82,0,5,3,0,78,76,72,76,74,73,80.3,Good,68.1
BBA,2,Higher Studies,3.6,4.0,8.2,6.0,8.8,90,100,0,6,4,0,100,81,58,37,74,82,92.9,Excellent,69.1
BBA,4,Placement,6.5,3.5,6.5,7.1,7.85,89,71,0,7,7,1,90,74,25,71,66,62,96.8,Excellent,73.3
B.Tech,1,Placement,2.5,0.7,6.7,7.9,6.58,82,96,3,2,2,0,13,62,50,58,43,41,34.8,At Risk,40.4
Law,4,Placement,4.4,2.8,2.0,8.6,9.28,100,92,0,7,4,1,100,78,86,74,65,67,100.0,Excellent,81.5
BCA,4,Placement,6.0,2.3,7.5,5.2,6.96,86,78,2,5,3,1,58,73,88,86,59,73,64.6,Average,70.8
B.Com,1,Placement,3.4,3.8,4.8,7.0,6.55,67,72,1,4,3,0,55,79,57,50,66,61,65.4,Average,58.1
