degree,branch,year,cgpa,attendance,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,certifications_count,github_activity_score,linkedin_activity_score,programming_score,sql_score,dsa_score,communication_score,aptitude_score,internships_count,resume_score,ats_score,goal,target_role,academic_score,academic_category,employability_score,placement_probability
B.Tech,IT,2,6.89,71,6,3,6,11,56,85,2,6,4,0,92,11,55,83,46,89,75,2,50,51,Higher Studies,Business Analyst,92.3,Excellent,81.5,77.4
B.Com,General,2,5.6,97,5,2,8,8,82,60,0,4,5,2,26,73,99,90,61,63,46,2,74,44,Entrepreneurship,Business Analyst,95.4,Excellent,78.9,75.0
B.Com,Hons,4,7.65,88,2,4,5,11,78,75,3,1,5,0,64,67,31,24,83,46,96,1,47,99,Government Exam,ML Engineer,75.6,Good,53.6,50.9
B.Tech,IT,3,7.58,71,5,1,8,5,59,55,1,2,4,4,12,50,78,52,69,58,91,0,62,90,Government Exam,Software Engineer,93.8,Excellent,55.7,52.9
Law,Criminal,3,6.18,92,6,4,7,5,59,75,3,2,1,6,39,73,77,45,58,35,97,1,75,91,Higher Studies,Software Engineer,78.1,Good,63.0,59.8
B.Tech,IT,3,8.79,87,7,4,8,9,61,78,1,5,4,8,31,28,61,78,26,35,65,1,46,80,Entrepreneurship,Data Analyst,100.0,Excellent,63.4,60.2
B.Com,Hons,2,7.62,84,1,0,4,7,52,92,0,0,5,3,66,91,32,53,92,32,38,0,49,94,Government Exam,Data Analyst,86.8,Excellent,41.7,39.6
BBA,HR,1,6.96,93,3,0,4,10,52,50,1,7,4,9,13,28,49,45,35,60,64,2,51,46,Placement,Software Engineer,81.6,Good,71.3,67.7
BCA,General,1,6.13,75,5,1,4,3,62,58,0,6,0,9,57,82,66,93,75,81,96,0,70,74,Higher Studies,Business Analyst,96.3,Excellent,74.2,70.5
B.Com,General,2,7.87,75,1,2,4,6,94,76,1,5,3,0,91,12,49,85,30,37,81,1,50,46,Placement,Data Analyst,98.7,Excellent,63.8,60.6
B.Tech,AI&DS,3,8.74,60,5,0,7,7,80,56,3,4,5,6,45,56,89,39,28,55,57,0,76,86,Entrepreneurship,Business Analyst,89.3,Excellent,58.3,55.4
BCA,General,3,6.71,85,2,3,7,9,76,52,3,4,3,2,89,97,88,33,20,44,87,1,65,64,Government Exam,Business Analyst,67.1,Average,64.6,61.4
B.Tech,IT,4,6.44,71,5,1,7,5,55,58,0,5,0,0,84,45,71,90,63,85,53,0,44,71,Placement,ML Engineer,92.5,Excellent,66.6,63.3
B.Tech,ECE,4,7.74,70,7,5,8,8,76,51,2,2,1,3,74,19,52,93,54,91,88,1,90,67,Entrepreneurship,Data Analyst,98.0,Excellent,68.5,65.1
BBA,Finance,3,6.17,76,2,4,4,8,84,59,0,7,2,8,90,81,70,27,70,42,66,2,86,82,Government Exam,Business Analyst,97.6,Excellent,85.8,81.5
BCA,General,2,8.37,55,2,1,6,5,96,66,3,4,5,5,58,58,56,77,27,75,67,0,46,99,Higher Studies,Business Analyst,87.0,Excellent,58.2,55.3
BCA,General,3,8.1,85,1,5,6,2,58,80,1,3,1,5,64,35,75,20,90,83,54,0,75,65,Government Exam,Software Engineer,100.0,Excellent,58.3,55.4
BBA,HR,4,5.87,85,4,5,4,4,55,50,2,0,0,6,32,0,46,50,56,38,44,0,46,96,Higher Studies,Software Engineer,72.0,Good,39.0,37.0
B.Com,Hons,3,5.66,53,6,0,5,3,55,67,3,0,4,0,45,89,31,27,24,32,45,2,78,49,Government Exam,Software Engineer,61.7,Average,46.0,43.7
B.Tech,AI&DS,2,8.17,96,5,5,8,4,89,55,2,4,0,4,81,2,44,99,95,52,84,0,81,72,Government Exam,Business Analyst,100.0,Excellent,66.6,63.3
Law,Criminal,1,6.77,63,3,2,6,6,75,87,0,2,3,3,53,43,86,79,40,41,33,0,75,48,Placement,Business Analyst,96.1,Excellent,51.0,48.4
B.Tech,IT,2,5.87,64,8,5,7,2,92,90,3,6,4,3,65,54,70,81,24,70,55,0,89,74,Placement,Business Analyst,100.0,Excellent,67.4,64.0
B.Tech,CSE,2,8.77,85,2,5,5,6,68,91,0,5,1,6,3,59,43,29,42,73,68,1,93,45,Higher Studies,ML Engineer,100.0,Excellent,60.4,57.4
B.Com,Hons,4,6.85,90,4,4,7,3,65,96,3,3,4,1,53,2,37,37,76,87,86,1,45,57,Higher Studies,Data Analyst,90.9,Excellent,58.8,55.9
B.Tech,ECE,2,7.48,74,2,2,5,5,90,53,3,3,3,4,3,84,36,85,90,40,76,0,60,43,Placement,Data Analyst,76.0,Good,50.1,47.6
BBA,HR,2,6.52,56,4,1,5,7,72,89,0,5,0,6,16,62,96,85,84,48,77,2,40,58,Higher Studies,Data Analyst,93.6,Excellent,81.4,77.3
BBA,Marketing,4,8.2,85,4,2,8,10,60,53,3,6,1,2,79,81,55,71,44,88,78,1,41,45,Higher Studies,Software Engineer,79.3,Good,70.0,66.5
BCA,General,4,6.8,81,3,2,7,11,65,84,2,3,2,1,72,30,32,86,38,66,66,2,94,72,Entrepreneurship,ML Engineer,72.3,Good,71.6,68.0
Law,Corporate,1,9.66,84,4,1,7,7,78,53,2,1,2,0,89,99,75,28,21,39,67,2,42,43,Placement,Software Engineer,94.6,Excellent,55.2,52.4
B.Tech,ECE,3,8.52,93,3,4,6,11,87,50,0,4,0,4,73,60,33,67,31,62,91,2,78,72,Government Exam,Business Analyst,100.0,Excellent,71.8,68.2
B.Tech,CSE,2,6.09,43,1,5,4,3,98,90,1,3,1,4,70,48,86,79,61,49,90,0,73,88,Higher Studies,Data Analyst,92.1,Excellent,64.8,61.6
B.Com,General,4,7.29,50,2,2,4,9,97,92,2,6,1,3,72,43,75,97,44,73,37,2,53,43,Higher Studies,ML Engineer,85.2,Excellent,80.6,76.6
BBA,HR,1,7.16,86,3,2,6,6,69,80,3,7,4,7,54,51,43,71,67,42,67,2,98,60,Government Exam,Data Analyst,85.9,Excellent,83.1,78.9
Law,Corporate,3,7.8,54,6,1,5,10,70,68,0,4,5,1,47,30,32,62,50,92,65,2,96,67,Higher Studies,Software Engineer,100.0,Excellent,73.9,70.2
BCA,General,4,9.12,69,7,3,6,11,77,70,1,2,0,3,90,71,42,94,77,43,85,0,64,46,Entrepreneurship,Business Analyst,100.0,Excellent,53.4,50.7
BBA,HR,3,8.01,63,2,2,6,10,99,79,0,2,4,4,95,88,37,69,80,83,74,1,76,47,Placement,Software Engineer,100.0,Excellent,62.6,59.5
BCA,General,3,5.76,41,7,0,7,5,82,56,2,5,0,8,48,48,85,33,63,71,79,1,76,74,Placement,ML Engineer,76.3,Good,73.2,69.5
B.Com,Hons,2,8.32,82,6,5,6,2,99,54,3,2,3,2,22,45,31,37,28,67,49,2,55,51,Entrepreneurship,ML Engineer,100.0,Excellent,53.2,50.5
B.Com,General,2,5.54,73,5,5,5,10,89,51,2,1,0,0,26,53,75,96,40,65,92,1,54,58,Entrepreneurship,ML Engineer,70.0,Average,59.1,56.1
B.Tech,CSE,4,8.85,62,6,4,4,10,75,52,0,2,4,3,24,83,60,53,73,38,84,0,87,81,Entrepreneurship,Business Analyst,100.0,Excellent,53.7,51.0
Law,Corporate,3,8.37,70,1,2,8,9,59,64,3,4,1,9,92,10,64,60,90,34,63,0,63,91,Entrepreneurship,Data Analyst,69.9,Average,63.1,59.9
BCA,General,4,6.83,76,5,1,6,6,83,88,1,0,0,5,23,64,91,94,32,44,61,0,80,77,Higher Studies,Data Analyst,85.1,Excellent,50.3,47.8
BBA,Finance,4,6.76,52,5,0,6,6,58,86,2,0,1,6,79,84,75,68,32,53,72,1,47,57,Higher Studies,ML Engineer,69.8,Average,52.2,49.6
B.Com,Hons,3,8.93,72,4,1,7,11,85,59,0,4,3,3,79,16,53,88,71,93,42,2,97,67,Placement,Software Engineer,100.0,Excellent,82.2,78.1
B.Tech,CSE,4,8.87,46,6,2,7,7,60,58,3,0,2,3,91,27,94,28,47,77,31,2,93,77,Government Exam,Software Engineer,83.5,Good,67.2,63.8
B.Tech,AI&DS,3,7.01,71,8,0,6,2,59,72,0,3,2,5,19,81,73,67,65,72,90,2,41,71,Placement,ML Engineer,100.0,Excellent,72.5,68.9
BCA,General,3,6.79,46,4,4,6,10,95,63,1,0,4,0,52,92,80,31,67,68,43,1,100,98,Government Exam,Software Engineer,87.3,Excellent,60.2,57.2
B.Com,Hons,3,7.91,81,6,4,5,6,56,94,1,6,0,4,82,73,75,84,59,54,71,2,81,69,Government Exam,Software Engineer,100.0,Excellent,87.2,82.8
Law,Criminal,3,5.54,77,5,4,4,8,87,82,2,1,3,2,73,8,62,33,73,34,44,1,65,71,Government Exam,Business Analyst,79.0,Good,53.5,50.8
B.Com,Hons,1,5.86,91,8,3,4,9,65,65,1,7,3,7,25,33,93,83,46,89,39,1,57,61,Government Exam,Software Engineer,100.0,Excellent,78.4,74.5
BCA,General,3,6.04,83,4,1,8,6,75,69,1,2,1,4,59,19,55,45,98,36,85,2,57,89,Government Exam,ML Engineer,77.6,Good,70.1,66.6
BCA,General,2,6.3,52,7,2,4,4,81,57,2,0,5,6,1,94,68,26,22,47,82,0,58,44,Entrepreneurship,Data Analyst,86.2,Excellent,33.9,32.2
B.Com,Hons,2,7.7,63,2,0,8,7,80,98,0,0,4,7,2,2,87,74,78,35,87,2,76,99,Government Exam,Business Analyst,93.0,Excellent,69.9,66.4
BCA,General,2,9.77,67,8,5,7,8,81,87,2,6,3,7,55,0,55,78,37,41,91,0,72,98,Higher Studies,Data Analyst,100.0,Excellent,66.2,62.9
B.Com,Hons,3,8.31,71,6,5,8,5,94,83,2,7,0,1,65,59,96,99,43,62,86,0,71,82,Entrepreneurship,Business Analyst,100.0,Excellent,78.3,74.4
BBA,Marketing,2,5.76,82,6,1,8,10,61,80,3,5,3,1,24,96,86,98,80,50,92,0,64,46,Entrepreneurship,Business Analyst,67.8,Average,67.4,64.0
B.Com,Hons,1,7.76,57,4,2,4,5,76,94,1,1,2,9,67,49,99,75,76,87,33,1,66,48,Placement,Business Analyst,97.9,Excellent,64.6,61.4
B.Com,General,4,7.64,73,6,3,6,11,71,57,1,5,4,4,14,7,37,87,63,71,63,1,60,42,Entrepreneurship,Data Analyst,100.0,Excellent,63.9,60.7
BCA,General,3,6.12,87,5,2,7,3,64,74,0,1,1,2,81,17,63,49,66,75,61,0,62,94,Placement,ML Engineer,94.0,Excellent,53.3,50.6
BCA,General,2,9.46,73,4,1,5,10,57,90,1,0,0,9,6,29,98,42,91,32,63,0,50,58,Higher Studies,Software Engineer,93.4,Excellent,45.4,43.1
B.Tech,ECE,1,7.4,90,4,2,8,5,53,62,0,3,2,0,90,96,39,98,56,86,99,0,60,83,Higher Studies,Data Analyst,100.0,Excellent,61.9,58.8
B.Tech,AI&DS,4,9.78,77,8,5,8,5,57,67,3,0,3,7,81,21,51,36,56,82,69,2,82,57,Entrepreneurship,Software Engineer,100.0,Excellent,61.5,58.4
BBA,Marketing,1,7.31,40,3,5,8,11,72,99,0,3,4,5,70,80,41,21,92,91,64,0,70,69,Government Exam,Business Analyst,100.0,Excellent,55.0,52.2
B.Tech,ECE,2,8.11,82,7,0,6,2,65,90,0,5,4,2,92,8,58,91,64,42,44,1,97,86,Entrepreneurship,Business Analyst,100.0,Excellent,76.1,72.3
B.Com,Hons,1,5.95,89,7,3,5,3,97,83,3,6,0,7,40,21,60,89,49,80,80,0,74,91,Entrepreneurship,Business Analyst,92.6,Excellent,70.5,67.0
BCA,General,4,7.45,81,3,5,4,4,83,85,2,2,1,0,59,9,35,58,34,48,49,2,74,99,Placement,Software Engineer,96.4,Excellent,63.5,60.3
B.Tech,ECE,2,6.53,70,8,0,7,8,71,99,3,4,2,2,43,96,36,67,95,88,66,2,55,95,Government Exam,Business Analyst,80.2,Good,77.8,73.9
B.Tech,AI&DS,4,9.09,89,5,3,6,10,98,66,1,2,5,8,32,66,42,24,46,91,67,0,91,76,Higher Studies,ML Engineer,100.0,Excellent,48.9,46.5
BBA,Finance,1,8.87,99,2,5,5,6,72,61,1,0,1,5,65,80,92,40,66,66,50,0,86,47,Government Exam,ML Engineer,100.0,Excellent,49.2,46.7
BBA,Finance,3,9.04,40,6,3,7,5,54,65,3,0,0,0,81,8,53,69,66,44,39,2,70,93,Entrepreneurship,Business Analyst,87.7,Excellent,63.7,60.5
B.Com,Hons,3,8.61,90,8,2,4,3,86,62,0,3,0,8,22,46,48,39,50,99,83,0,52,68,Government Exam,ML Engineer,100.0,Excellent,51.1,48.5
BCA,General,3,9.08,55,1,0,7,8,93,60,3,1,2,6,63,39,98,90,96,41,38,2,81,83,Placement,ML Engineer,70.3,Good,77.4,73.5
BBA,Marketing,3,6.36,97,6,3,8,7,56,63,1,5,4,0,5,35,51,98,34,79,71,2,58,100,Placement,Data Analyst,98.1,Excellent,78.5,74.6
B.Tech,IT,4,7.44,78,1,3,8,8,86,91,3,5,4,0,62,18,89,92,73,76,45,1,49,56,Placement,Software Engineer,82.0,Good,75.2,71.4
BCA,General,3,8.47,54,8,2,6,9,75,77,0,5,2,4,42,97,51,46,88,45,53,0,87,58,Government Exam,Business Analyst,100.0,Excellent,59.4,56.4
BCA,General,4,8.24,72,7,5,7,10,77,73,1,3,1,3,24,1,46,21,61,45,33,1,77,95,Government Exam,Data Analyst,100.0,Excellent,56.1,53.3
B.Tech,AI&DS,2,8.58,62,5,5,8,11,53,66,2,1,2,7,82,44,76,66,81,96,73,1,44,53,Higher Studies,Software Engineer,92.1,Excellent,63.0,59.8
BBA,Marketing,3,6.46,92,2,1,6,6,98,58,3,1,5,1,7,90,36,59,44,63,52,0,86,55,Higher Studies,Business Analyst,65.2,Average,41.3,39.2
B.Tech,ECE,4,5.92,80,2,1,6,6,81,95,3,6,4,5,36,82,46,55,31,75,71,1,88,54,Entrepreneurship,Data Analyst,71.8,Good,67.8,64.4
BCA,General,3,9.44,73,2,5,6,5,87,79,3,1,1,7,89,32,91,90,28,93,95,1,43,75,Higher Studies,Software Engineer,97.1,Excellent,65.8,62.5
Law,Corporate,3,7.91,56,3,4,4,4,95,86,3,1,3,0,92,63,92,32,56,78,48,1,79,57,Higher Studies,Business Analyst,90.7,Excellent,60.9,57.9
Law,Criminal,3,6.16,64,5,4,8,8,58,52,1,0,1,2,58,25,36,41,28,50,49,2,51,79,Higher Studies,ML Engineer,77.5,Good,51.1,48.5
B.Com,General,4,8.91,95,1,3,8,6,85,57,0,4,4,0,27,33,58,37,88,82,57,1,84,76,Higher Studies,ML Engineer,100.0,Excellent,68.5,65.1
B.Tech,ECE,1,9.43,81,2,5,5,8,75,67,2,5,0,6,52,62,33,94,74,91,53,2,99,70,Entrepreneurship,Software Engineer,100.0,Excellent,82.7,78.6
B.Tech,CSE,3,6.23,45,5,1,4,3,60,79,3,4,1,0,70,27,45,25,65,83,31,0,80,88,Higher Studies,Data Analyst,71.9,Good,56.6,53.8
B.Com,General,3,9.01,70,6,3,8,10,69,52,1,2,1,8,54,79,88,87,90,32,36,2,65,79,Entrepreneurship,Software Engineer,100.0,Excellent,74.7,71.0
B.Com,General,2,9.51,44,1,0,8,10,97,83,3,2,0,7,35,85,70,86,60,82,30,0,86,52,Placement,Business Analyst,73.3,Good,55.0,52.2
B.Com,General,1,9.53,79,7,1,5,10,97,92,2,2,4,2,61,91,89,71,26,41,40,0,82,48,Higher Studies,ML Engineer,100.0,Excellent,50.8,48.3
BCA,General,4,9.43,79,3,1,7,6,97,77,3,3,3,3,14,77,98,89,24,67,80,1,54,95,Government Exam,ML Engineer,95.0,Excellent,68.8,65.4
B.Tech,ECE,2,7.85,69,4,1,7,11,87,86,0,2,3,8,53,5,87,98,71,47,89,0,71,85,Entrepreneurship,ML Engineer,99.2,Excellent,63.3,60.1
BCA,General,3,7.03,44,8,4,4,10,64,74,3,5,2,9,60,10,69,22,100,64,60,2,68,88,Government Exam,Business Analyst,89.1,Excellent,80.9,76.9
B.Com,Hons,2,5.53,51,8,2,6,2,84,79,3,6,3,5,96,45,87,36,94,99,59,2,93,93,Government Exam,Data Analyst,90.7,Excellent,94.9,90.2
B.Tech,ECE,2,5.76,46,1,2,5,3,58,56,3,2,3,4,53,19,90,85,56,100,53,1,69,77,Placement,Business Analyst,54.5,Average,70.0,66.5
BCA,General,3,7.34,84,7,4,5,11,82,95,0,2,1,4,68,35,74,76,79,46,47,1,68,46,Entrepreneurship,Software Engineer,100.0,Excellent,61.9,58.8
BCA,General,1,7.22,52,7,5,8,6,60,78,1,6,2,0,28,15,77,99,55,50,87,1,99,72,Government Exam,Data Analyst,100.0,Excellent,80.7,76.7
B.Com,Hons,1,6.29,88,7,5,8,6,71,51,0,0,3,0,80,69,40,41,20,99,46,0,66,63,Entrepreneurship,ML Engineer,100.0,Excellent,39.7,37.7
B.Tech,AI&DS,2,7.2,43,6,4,5,7,55,75,1,2,1,2,26,71,85,30,20,76,75,0,54,75,Government Exam,ML Engineer,96.2,Excellent,48.5,46.1
B.Com,Hons,3,6.25,89,1,4,6,9,86,90,0,6,2,1,80,44,52,55,97,66,48,0,75,66,Entrepreneurship,Data Analyst,97.4,Excellent,67.3,63.9
B.Tech,ECE,4,9.15,81,1,5,7,2,99,91,0,4,1,9,67,99,62,72,79,83,41,0,67,91,Placement,Software Engineer,100.0,Excellent,64.6,61.4
Law,Criminal,2,6.78,42,4,2,4,11,70,98,3,0,0,0,11,47,81,95,60,44,41,1,55,82,Government Exam,Data Analyst,59.0,Average,55.9,53.1
BBA,Finance,4,8.07,51,2,3,7,10,61,56,0,7,4,4,22,3,57,59,84,40,79,0,49,49,Placement,Business Analyst,100.0,Excellent,62.7,59.6
BBA,Marketing,2,7.66,40,6,4,4,5,56,67,1,1,4,2,49,47,33,54,27,38,95,2,73,52,Government Exam,Business Analyst,100.0,Excellent,55.7,52.9
BBA,Finance,2,5.72,66,7,3,6,9,51,55,1,3,4,6,74,97,80,62,60,97,49,2,51,91,Entrepreneurship,ML Engineer,85.5,Excellent,77.8,73.9
B.Com,Hons,3,9.55,82,4,3,5,6,88,90,1,0,3,7,99,83,39,64,66,32,35,1,64,100,Government Exam,Software Engineer,100.0,Excellent,52.9,50.3
Law,Criminal,3,7.77,89,1,0,6,2,90,89,1,0,4,9,75,87,81,60,55,42,30,1,47,61,Entrepreneurship,Business Analyst,91.5,Excellent,51.4,48.8
B.Tech,AI&DS,4,6.9,52,6,2,5,10,73,76,0,4,4,5,72,66,38,83,23,35,36,2,92,84,Higher Studies,Software Engineer,100.0,Excellent,70.5,67.0
BCA,General,4,6.18,56,3,3,8,9,75,90,3,7,2,4,87,27,47,34,61,30,84,0,95,93,Government Exam,Software Engineer,74.5,Good,68.1,64.7
B.Tech,CSE,1,6.96,47,1,2,4,6,74,73,2,6,2,9,81,29,95,63,21,34,44,0,93,45,Higher Studies,ML Engineer,79.1,Good,63.9,60.7
BCA,General,3,5.59,71,3,2,8,5,69,82,1,5,5,4,26,28,69,61,66,95,53,1,88,89,Higher Studies,ML Engineer,87.9,Excellent,75.8,72.0
B.Tech,ECE,2,7.06,59,5,0,5,9,89,80,0,5,2,0,58,20,95,78,39,70,58,1,71,60,Government Exam,Business Analyst,99.3,Excellent,74.0,70.3
Law,Criminal,2,7.79,90,3,5,4,10,90,83,3,2,3,5,8,41,51,23,49,79,100,2,63,66,Government Exam,ML Engineer,86.3,Excellent,62.5,59.4
BCA,General,1,9.25,56,1,2,4,8,91,71,0,1,5,5,32,90,63,90,49,36,63,2,44,83,Placement,Business Analyst,100.0,Excellent,63.3,60.1
B.Com,General,3,8.46,73,4,3,8,5,93,73,1,6,5,2,69,49,77,48,20,50,66,1,58,73,Higher Studies,ML Engineer,100.0,Excellent,68.9,65.5
B.Tech,ECE,2,5.98,74,1,5,4,8,51,85,1,7,4,3,50,88,45,60,77,82,71,0,50,45,Entrepreneurship,Data Analyst,89.9,Excellent,64.3,61.1
B.Tech,CSE,1,6.14,74,1,5,5,7,91,77,3,4,3,3,96,2,78,25,86,49,93,2,56,46,Government Exam,Business Analyst,74.0,Good,75.3,71.5
BCA,General,1,7.34,77,5,1,5,4,84,69,0,6,3,5,39,64,92,58,42,94,48,0,67,93,Higher Studies,Software Engineer,100.0,Excellent,70.2,66.7
B.Com,General,2,6.34,81,7,3,8,11,82,67,1,6,3,7,5,22,69,100,64,61,52,0,63,74,Higher Studies,Business Analyst,99.1,Excellent,66.7,63.4
B.Com,General,2,5.62,63,2,3,6,4,66,91,1,4,3,8,3,4,85,85,41,35,100,1,77,69,Entrepreneurship,Data Analyst,85.2,Excellent,68.9,65.5
Law,Criminal,4,8.96,93,1,2,5,2,71,81,2,0,3,8,2,94,77,100,68,70,35,0,51,50,Government Exam,ML Engineer,93.6,Excellent,46.2,43.9
B.Com,Hons,3,5.58,57,5,3,5,6,50,82,2,1,3,4,12,24,66,46,67,62,84,1,70,69,Government Exam,ML Engineer,72.8,Good,56.7,53.9
B.Com,Hons,4,9.07,89,4,1,4,9,86,59,1,6,5,7,25,34,41,26,82,54,68,1,46,97,Higher Studies,Software Engineer,100.0,Excellent,66.9,63.6
B.Com,Hons,1,6.12,85,5,2,4,7,79,58,2,4,4,7,33,64,61,30,67,53,54,0,87,97,Government Exam,Business Analyst,82.3,Good,58.4,55.5
BBA,HR,2,9.69,87,8,4,5,9,95,74,2,5,2,9,76,78,52,51,63,41,33,2,42,60,Higher Studies,Business Analyst,100.0,Excellent,69.5,66.0
Law,Criminal,4,8.1,78,5,3,8,8,55,62,1,3,5,3,52,38,50,70,70,66,62,0,51,80,Entrepreneurship,Business Analyst,100.0,Excellent,55.2,52.4
B.Tech,IT,1,8.66,72,3,3,6,3,90,96,0,6,1,3,46,87,41,59,81,79,95,1,65,85,Placement,Business Analyst,100.0,Excellent,75.5,71.7
BCA,General,3,5.98,88,2,0,4,9,63,99,0,3,1,2,7,97,78,26,98,38,31,0,79,50,Placement,Software Engineer,76.5,Good,51.2,48.6
B.Tech,AI&DS,2,9.21,62,2,4,4,5,85,94,0,4,1,4,75,17,76,20,60,96,43,2,42,45,Entrepreneurship,ML Engineer,100.0,Excellent,70.1,66.6
Law,Criminal,4,9.11,64,6,4,6,6,82,54,3,0,0,7,7,24,91,44,99,33,79,0,86,58,Government Exam,ML Engineer,93.5,Excellent,50.1,47.6
BCA,General,3,8.31,76,7,1,4,9,87,80,0,6,2,7,18,99,67,25,46,83,40,0,92,86,Entrepreneurship,Software Engineer,100.0,Excellent,62.9,59.8
Law,Criminal,4,7.66,66,4,4,8,6,88,80,3,3,4,8,73,0,55,35,76,35,63,1,77,64,Higher Studies,ML Engineer,92.8,Excellent,60.7,57.7
B.Com,General,1,8.6,40,6,0,4,6,55,83,3,0,3,0,31,61,69,34,61,95,67,0,68,71,Placement,Business Analyst,81.0,Good,46.9,44.6
BCA,General,3,5.53,60,7,1,4,7,75,75,2,2,1,3,20,8,45,41,31,66,68,0,79,66,Higher Studies,Data Analyst,72.7,Good,44.8,42.6
B.Com,General,4,8.05,98,7,4,5,8,73,56,3,2,2,5,63,40,48,37,79,74,51,0,83,85,Government Exam,Data Analyst,92.6,Excellent,53.7,51.0
B.Tech,ECE,3,9.14,88,5,1,8,10,82,90,3,6,4,4,22,94,79,69,83,43,71,2,84,51,Placement,Software Engineer,100.0,Excellent,83.4,79.2
B.Tech,AI&DS,1,7.03,49,4,4,8,8,57,95,3,0,1,3,90,21,85,91,23,72,86,0,60,52,Entrepreneurship,Data Analyst,71.0,Good,50.8,48.3
BCA,General,3,5.97,70,7,4,5,7,93,98,3,4,2,2,88,65,58,29,58,95,67,0,88,44,Placement,ML Engineer,89.4,Excellent,58.6,55.7
BCA,General,4,7.31,83,4,5,7,11,92,69,2,2,5,1,70,44,67,68,38,36,38,0,88,51,Entrepreneurship,Business Analyst,92.8,Excellent,49.2,46.7
Law,Criminal,1,8.63,64,2,4,6,5,83,92,1,5,4,8,41,51,90,89,81,84,58,2,68,88,Entrepreneurship,Software Engineer,100.0,Excellent,89.3,84.8
Law,Criminal,2,5.96,59,2,3,8,11,83,71,3,6,5,9,34,19,65,29,64,66,98,0,98,65,Higher Studies,Business Analyst,67.7,Average,66.2,62.9
B.Com,General,4,6.39,96,2,4,7,3,73,54,1,6,2,2,1,86,39,58,80,45,71,0,93,90,Placement,ML Engineer,95.5,Excellent,63.9,60.7
BCA,General,4,6.13,41,1,3,6,10,51,61,0,2,3,3,91,11,76,77,50,46,89,0,68,74,Entrepreneurship,ML Engineer,73.4,Good,57.9,55.0
B.Tech,IT,1,8.93,94,5,2,8,11,57,70,0,5,2,0,70,73,73,90,68,100,68,2,85,57,Higher Studies,Software Engineer,100.0,Excellent,87.5,83.1
Law,Criminal,1,5.77,87,8,5,4,6,74,58,1,3,2,0,75,63,91,61,50,30,89,1,65,57,Higher Studies,ML Engineer,100.0,Excellent,65.4,62.1
Law,Corporate,2,8.45,54,4,0,8,6,79,78,1,4,0,9,51,31,36,64,61,31,82,1,55,80,Government Exam,Data Analyst,96.8,Excellent,61.4,58.3
B.Tech,CSE,4,7.08,67,5,1,6,4,81,76,0,0,3,8,16,61,98,47,67,62,37,1,50,42,Government Exam,Business Analyst,100.0,Excellent,51.3,48.7
Law,Criminal,1,8.75,52,7,1,7,4,79,66,2,7,5,3,85,4,48,92,39,42,50,0,77,65,Entrepreneurship,Business Analyst,100.0,Excellent,66.1,62.8
B.Com,Hons,2,9.65,89,4,2,4,2,56,89,2,2,2,9,8,43,62,24,39,94,85,2,65,82,Placement,ML Engineer,100.0,Excellent,65.3,62.0
BCA,General,2,5.99,99,4,4,6,6,97,73,3,6,3,3,51,28,53,76,35,80,77,1,69,91,Government Exam,Data Analyst,85.9,Excellent,74.6,70.9
B.Tech,AI&DS,1,6.85,91,6,0,6,4,73,76,2,4,2,5,2,32,52,99,76,62,76,2,81,87,Entrepreneurship,Business Analyst,88.7,Excellent,79.7,75.7
BCA,General,4,8.98,93,4,2,8,3,58,57,2,2,3,1,21,86,82,48,38,32,38,2,78,54,Placement,ML Engineer,99.7,Excellent,62.0,58.9
Law,Criminal,3,6.64,53,4,2,5,10,65,93,3,3,4,5,53,99,50,74,32,89,30,0,62,77,Government Exam,Software Engineer,70.5,Good,52.6,50.0
Law,Criminal,3,6.43,89,3,1,5,11,51,78,3,4,1,6,35,12,66,42,39,73,84,0,99,65,Government Exam,ML Engineer,56.2,Average,59.0,56.0
B.Tech,CSE,2,9.05,41,8,3,4,7,84,68,2,1,0,0,38,49,78,76,95,34,60,2,48,80,Entrepreneurship,Software Engineer,100.0,Excellent,68.8,65.4
B.Com,Hons,3,9.74,73,3,3,6,4,83,59,1,6,1,7,17,1,54,37,68,76,40,1,67,40,Entrepreneurship,Software Engineer,100.0,Excellent,64.6,61.4
BBA,Marketing,3,7.89,74,6,4,7,8,71,73,3,3,2,5,80,74,68,45,45,72,95,2,61,53,Placement,ML Engineer,91.4,Excellent,71.1,67.5
B.Tech,ECE,1,6.7,76,1,4,4,10,68,83,1,0,2,8,26,27,59,24,54,76,89,1,81,90,Government Exam,Data Analyst,75.0,Good,54.5,51.8
BBA,Marketing,2,7.21,64,2,2,4,10,98,89,0,4,4,3,98,88,72,27,60,35,60,2,67,74,Entrepreneurship,ML Engineer,99.9,Excellent,72.9,69.3
BBA,Marketing,4,6.23,87,7,4,8,2,70,80,3,5,2,1,95,99,83,38,29,89,79,1,51,93,Higher Studies,Business Analyst,95.7,Excellent,73.2,69.5
B.Com,Hons,2,8.78,93,7,3,7,3,61,95,1,2,5,8,66,17,61,47,95,65,89,1,58,48,Government Exam,Data Analyst,100.0,Excellent,61.8,58.7
BBA,Finance,1,8.83,54,8,0,6,9,60,53,3,5,3,7,12,72,78,87,43,66,91,2,83,66,Entrepreneurship,ML Engineer,91.3,Excellent,81.9,77.8
