student_id,degree,branch,year,specialization_track,target_role,sector,goal,cgpa,attendance,backlogs,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,programming_score,dsa_score,sql_score,math_foundation_score,ai_tool_fluency_score,aptitude_score,communication_score,english_proficiency_score,projects_count,hackathons_count,certifications_count,internships_count,open_source_contributions,research_publications_count,cloud_deployment_score,github_activity_score,linkedin_activity_score,portfolio_website_score,interview_practice_score,resume_score,ats_score,academic_score,academic_category,employability_score,placement_probability
77,B.Tech/B.E.,Food Technology,4,Robotics,AI/ML Engineer,GenAI Startups,Job Placement,6.0,64.7,1,1.5,0.1,6.8,7.0,56.3,60.7,52.5,51.8,45.5,30.0,42.3,54.8,48.8,47.0,1,2,1,1,2,0,39.4,43.6,24.0,19.5,41.5,29.7,26.7,51.1,At-Risk,41.8,0.6932
78,B.Tech/B.E.,Economics,3,Data Engineering,Applied Scientist,AI/ML Product Companies,Career Switch/Upskilling,8.06,92.3,0,4.3,2.4,6.9,4.4,83.4,79.4,44.9,59.7,48.6,63.9,57.0,74.2,49.2,63.2,1,0,4,0,2,4,44.3,42.5,46.0,30.4,42.5,29.4,46.7,77.1,Good,45.9,0.8832
79,BS (Data Science & AI),Electronics & Communication,3,Robotics,Cloud DevOps Engineer,AI/ML Product Companies,Entrepreneurship/Startup,6.88,80.4,0,3.8,2.5,6.4,4.7,75.6,75.5,35.2,35.9,36.7,41.7,36.7,61.2,56.1,63.1,2,2,3,1,0,0,33.3,38.6,47.2,27.4,32.9,32.7,68.9,71.8,Average,38.5,0.2922
80,MCA,AI & Data Science,3,Robotics,AI Research Scientist,FinTech,Entrepreneurship/Startup,7.87,94.0,0,6.1,3.6,6.7,3.8,78.1,68.3,54.3,27.6,52.7,57.0,52.4,59.8,61.7,73.6,4,2,4,2,0,0,45.5,49.8,59.6,26.5,50.5,42.9,43.3,70.0,Average,45.4,0.1436
81,BS (Data Science & AI),Computer Science,2,MLOps,Reinforcement Learning Engineer,Research Labs/Academia,Entrepreneurship/Startup,7.98,77.7,0,6.0,2.7,6.5,3.7,79.2,79.8,71.0,36.3,55.8,57.0,46.5,67.7,90.2,81.6,3,1,4,1,1,0,62.9,50.0,61.9,58.5,53.0,41.5,45.9,78.0,Excellent,51.5,0.3813
82,MCA,AI & Data Science,4,Data Engineering,Data Analyst,Analytics/Data Services,Freelance/Remote Work,6.25,74.4,1,0.9,1.8,8.6,6.2,61.2,66.7,50.9,37.8,52.9,57.0,38.1,44.9,47.8,52.7,3,0,2,0,3,0,30.8,50.3,53.8,30.5,43.4,31.9,29.5,61.8,Average,33.7,0.08
83,B.Tech/B.E.,Information Technology,2,Computer Vision,Data Scientist,Analytics/Data Services,Freelance/Remote Work,5.92,63.1,1,2.4,4.1,5.0,3.7,72.2,57.7,66.5,59.1,61.3,32.9,51.8,42.8,83.1,54.5,3,1,1,3,5,0,36.5,34.8,49.0,38.7,37.7,43.8,60.6,58.8,Average,44.3,0.3135
84,B.Tech/B.E.,Robotics,1,Applied Research,AI Transformation Consultant,Consulting,Freelance/Remote Work,6.39,79.7,2,3.3,0.4,7.1,6.5,63.2,68.5,26.8,33.9,48.4,35.2,61.3,45.1,67.3,68.0,0,0,3,0,0,1,45.8,40.1,39.9,26.5,30.1,23.1,19.2,61.1,Average,33.4,0.0482
85,BCA,Information Technology,1,Computer Vision,AI Research Scientist,Research Labs/Academia,Freelance/Remote Work,6.72,66.6,0,4.5,1.0,6.6,3.9,69.3,65.0,64.0,50.3,65.6,49.6,35.4,51.2,77.9,81.5,3,3,3,0,0,0,34.7,58.6,49.1,39.8,45.4,44.0,56.4,65.8,Average,49.3,0.4894
86,B.Tech/B.E.,Aerospace Engineering,1,Applied Research,AI Transformation Consultant,Consulting,Career Switch/Upskilling,6.23,87.8,3,4.9,1.9,6.5,4.9,68.1,65.8,41.5,34.1,53.5,46.0,48.1,48.8,71.6,75.5,3,2,2,2,1,1,48.9,51.0,49.6,40.6,59.1,34.9,32.6,63.1,Average,46.3,0.2018
87,M.Tech/M.E.,Food Technology,2,Classical ML,Software Engineer Backend,Core Product Engineering,Freelance/Remote Work,7.43,84.7,2,4.3,1.9,6.2,5.8,85.1,71.8,56.4,43.3,63.2,41.8,64.7,65.7,41.6,49.6,5,2,2,3,1,1,25.3,65.9,59.0,34.4,59.5,50.1,45.1,73.9,Good,44.8,0.1763
88,BS (Data Science & AI),Chemistry,3,Computer Vision,MLOps Engineer,AI/ML Product Companies,Higher Studies/Research,6.7,85.9,0,4.5,1.6,5.7,4.2,80.2,72.4,36.0,44.5,48.4,76.8,37.3,54.0,56.2,42.7,2,3,2,0,0,0,38.2,30.0,33.4,17.2,44.7,30.6,51.3,75.6,Good,34.9,0.2284
89,M.Tech/M.E.,Chemical Engineering,1,Data Engineering,AI Trainer RLHF Specialist,Freelance/Remote-Global,Entrepreneurship/Startup,5.51,69.1,0,3.9,0.5,5.7,6.7,62.2,51.2,67.7,38.5,51.4,50.0,48.0,43.4,76.6,69.1,4,2,1,2,0,1,23.0,24.4,50.8,25.1,21.8,38.5,73.1,64.4,Average,43.7,0.2456
90,B.Tech/B.E.,Design,4,NLP,Reinforcement Learning Engineer,Research Labs/Academia,Career Switch/Upskilling,6.93,88.3,1,2.5,0.7,6.9,5.4,83.0,67.1,60.6,62.0,62.0,42.9,49.5,69.0,51.7,58.3,2,0,2,0,0,0,30.9,44.9,35.7,25.8,44.8,30.8,68.4,69.6,Average,39.1,0.1894
91,MCA,Mathematics & Computing,2,Applied Research,NLP Engineer,GenAI Startups,Freelance/Remote Work,8.16,80.1,0,4.4,3.5,5.6,5.6,92.0,84.5,81.2,89.5,67.2,73.1,59.7,91.5,60.2,88.8,6,2,4,1,3,0,68.2,67.6,45.1,49.4,68.1,52.3,75.3,80.8,Good,56.4,0.9423
92,PhD,AI & Data Science,1,Generative AI,Data Engineer,Analytics/Data Services,Higher Studies/Research,6.98,77.3,0,3.9,3.4,6.0,4.0,86.0,64.9,57.3,37.9,55.2,47.2,45.2,68.2,79.9,79.2,1,3,1,2,2,0,35.3,49.7,47.5,41.3,41.7,27.8,55.8,69.8,Average,44.3,0.3691
93,B.Tech/B.E.,AI & Data Science,2,Robotics,Analytics Engineer,Analytics/Data Services,Entrepreneurship/Startup,7.39,77.8,0,3.6,2.7,4.7,6.3,70.2,64.9,64.1,62.8,46.4,50.0,49.8,72.2,39.4,31.5,2,2,2,0,5,1,54.7,49.2,48.1,27.2,44.5,36.3,30.7,80.2,Good,45.3,0.5823
94,MCA,AI & Data Science,2,Computer Vision,AI Research Scientist,GenAI Startups,Government Exams,7.7,78.9,1,3.2,5.6,6.4,5.8,70.2,70.9,65.4,74.5,66.1,66.1,82.2,72.3,62.7,53.4,4,1,4,2,1,3,41.1,61.6,36.8,50.0,59.3,58.5,75.3,71.0,Good,56.6,0.561
95,B.Tech/B.E.,Chemistry,3,NLP,Computer Vision Engineer,Autonomous Systems/Robotics,Government Exams,8.02,95.9,1,5.9,3.3,6.9,5.0,81.5,85.9,55.3,63.0,63.3,65.7,60.3,83.0,39.9,60.1,4,4,4,1,2,1,43.7,60.2,53.5,39.7,60.8,46.3,58.3,83.6,Good,48.9,0.7733
96,B.Tech/B.E.,Civil Engineering,3,Classical ML,Cloud DevOps Engineer,Core Product Engineering,Government Exams,6.77,94.7,0,5.9,1.5,8.0,5.5,72.7,69.5,63.5,51.8,59.4,73.6,50.3,60.2,73.1,73.9,3,0,1,0,1,1,44.4,57.9,34.5,32.9,53.2,31.1,65.9,79.5,Good,47.0,0.5432
97,BS (Data Science & AI),Electronics & Communication,3,Generative AI,Reinforcement Learning Engineer,Research Labs/Academia,Job Placement,7.04,94.7,1,6.5,3.8,6.1,5.2,83.9,82.3,81.9,71.7,75.3,44.7,74.5,56.2,80.5,74.3,6,3,0,2,4,1,59.4,82.1,60.7,59.0,71.2,55.5,58.2,65.4,Average,53.5,0.5026
98,BS (Data Science & AI),Biotechnology,1,Generative AI,Data Scientist,FinTech,Job Placement,7.74,80.7,0,4.5,2.2,7.3,4.3,80.4,83.8,70.7,62.9,59.3,64.0,50.4,63.0,62.9,59.9,3,0,1,1,3,1,33.1,39.6,54.6,1.1,34.7,46.6,65.2,74.6,Good,46.0,0.5558
99,M.Tech/M.E.,Statistics,1,Data Engineering,Data Scientist,Analytics/Data Services,Entrepreneurship/Startup,6.09,79.7,2,5.0,1.6,6.6,3.8,69.6,62.4,62.1,51.4,54.6,44.7,41.1,49.6,58.1,60.0,1,0,1,0,0,0,48.6,42.1,61.0,38.3,56.6,35.3,71.0,57.1,At-Risk,31.5,0.1766
100,B.Tech/B.E.,Aerospace Engineering,2,Data Engineering,AI Ethics Specialist,Research Labs/Academia,Job Placement,6.85,64.0,1,2.1,2.0,6.7,5.4,68.4,69.8,57.0,61.8,55.4,68.8,39.6,68.7,50.0,49.4,1,0,2,1,0,0,43.0,46.1,29.5,34.7,25.4,31.3,68.4,69.6,Average,41.5,0.1475
101,M.Tech/M.E.,Civil Engineering,1,Generative AI,Data Analyst,Analytics/Data Services,Government Exams,5.6,62.5,1,3.9,4.5,6.1,5.3,63.3,62.2,58.3,49.5,52.3,67.2,51.0,51.5,37.6,66.2,5,3,0,3,0,1,56.3,43.2,45.7,40.0,65.5,42.9,69.0,63.0,Average,51.0,0.3292
102,M.Tech/M.E.,Electrical Engineering,1,Classical ML,Generative AI Engineer,GenAI Startups,Career Switch/Upskilling,5.82,73.4,1,2.7,0.0,5.2,5.5,70.6,62.5,13.3,0.0,40.9,47.0,44.6,40.3,81.0,80.2,0,0,1,1,0,1,19.4,13.0,66.7,21.9,22.1,20.6,19.8,58.9,Average,28.0,0.4219
103,B.Tech/B.E.,Statistics,4,Applied Research,Reinforcement Learning Engineer,Research Labs/Academia,Government Exams,5.97,49.5,3,0.5,2.3,4.5,4.4,61.2,56.1,69.6,46.8,44.9,34.5,56.9,59.4,89.3,80.2,3,1,1,1,5,0,48.4,67.5,39.1,40.1,30.3,36.9,28.7,51.5,At-Risk,39.5,0.1974
104,MSc,Commerce,3,Generative AI,Computer Vision Engineer,AI/ML Product Companies,Entrepreneurship/Startup,7.69,84.3,0,4.0,4.3,6.0,4.6,78.4,72.2,90.1,95.2,73.3,69.9,72.0,57.6,42.2,54.9,4,1,3,3,4,0,43.2,73.0,46.0,47.0,75.3,62.6,87.4,72.5,Good,56.9,0.8002
105,B.Tech/B.E.,Textile Engineering,2,Data Engineering,Applied Scientist,AI/ML Product Companies,Entrepreneurship/Startup,6.92,89.2,1,6.2,4.7,7.1,3.8,85.4,78.0,75.1,65.8,71.1,43.1,64.6,59.3,70.2,67.0,4,1,2,3,5,0,57.4,72.3,60.1,38.3,54.0,44.9,75.1,84.7,Excellent,55.4,0.5077
106,M.Tech/M.E.,Mass Communication,1,MLOps,Software Engineer Full Stack,Core Product Engineering,Government Exams,5.67,77.1,6,3.8,2.6,5.0,7.5,57.0,64.8,62.4,53.8,51.8,56.5,37.6,54.1,44.1,51.4,3,2,1,2,1,0,41.7,46.5,35.1,34.7,41.4,30.4,27.2,53.9,At-Risk,24.7,0.0528
107,B.Tech/B.E.,Agricultural Engineering,2,Classical ML,Computer Vision Engineer,Autonomous Systems/Robotics,Higher Studies/Research,5.97,53.0,3,4.0,2.8,7.3,5.3,68.1,52.3,63.6,43.9,41.8,44.4,52.9,47.7,40.6,36.5,0,2,2,0,1,1,46.7,48.8,46.2,17.3,36.2,29.2,39.3,46.4,At-Risk,32.1,0.2172
108,MCA,Mathematics & Computing,4,Classical ML,Data Engineer,Core Product Engineering,Career Switch/Upskilling,7.91,98.1,0,6.1,3.5,7.4,3.8,78.1,76.9,66.3,59.7,68.9,76.0,50.1,61.0,45.5,79.4,5,2,2,1,3,1,61.2,76.7,40.4,29.7,50.9,49.4,72.0,82.5,Excellent,54.4,0.4791
109,MCA,Computer Science,1,NLP,MLOps Engineer,AI/ML Product Companies,Higher Studies/Research,6.41,63.4,2,4.6,2.1,7.5,5.5,65.9,57.8,51.3,45.8,41.3,44.5,40.4,57.0,54.8,53.8,2,0,0,0,2,0,39.2,56.5,32.6,26.2,24.5,33.5,40.7,57.3,Average,41.9,0.6472
110,B.Tech/B.E.,Information Technology,2,Data Engineering,Computer Vision Engineer,Autonomous Systems/Robotics,Higher Studies/Research,7.79,96.4,1,4.6,2.4,8.2,4.7,86.3,82.1,34.9,37.7,44.3,61.7,54.7,84.0,70.4,79.5,4,2,3,1,0,1,44.8,49.8,70.8,53.1,51.7,34.4,30.2,80.2,Good,46.4,0.4256
111,B.Tech/B.E.,Robotics,4,Data Engineering,Conversational AI Engineer,Analytics/Data Services,Higher Studies/Research,6.57,92.8,1,6.6,2.6,7.7,5.3,77.1,72.0,60.4,45.4,58.1,56.0,77.9,43.6,52.4,76.5,4,3,3,2,1,1,59.2,48.6,64.3,52.8,68.4,47.8,91.1,77.1,Good,54.6,0.4509
112,MSc,Electronics & Communication,2,Computer Vision,Prompt Engineer,AI/ML Product Companies,Entrepreneurship/Startup,6.77,75.2,2,4.4,0.1,7.4,6.1,67.3,71.0,59.8,43.4,67.6,41.9,38.1,70.8,64.1,75.4,0,0,2,1,0,0,52.3,65.4,42.0,23.9,44.3,43.8,53.6,72.9,Good,45.4,0.574
113,B.Tech/B.E.,Biotechnology,2,Classical ML,Data Analyst,HealthTech,Government Exams,7.58,74.4,0,4.7,3.3,7.5,2.8,75.6,77.0,50.8,55.1,52.6,56.4,59.8,81.7,36.3,59.6,4,1,2,1,4,0,36.0,59.2,47.8,33.1,53.7,40.0,50.7,76.4,Good,39.5,0.2889
114,M.Tech/M.E.,Statistics,1,Applied Research,AI/ML Engineer,AI/ML Product Companies,Entrepreneurship/Startup,6.67,69.6,1,3.5,4.7,6.1,5.6,78.0,63.0,79.8,59.1,73.6,64.1,59.9,59.7,76.6,78.7,4,1,1,1,3,1,41.7,48.0,54.4,59.6,52.4,39.7,56.8,59.2,At-Risk,49.8,0.917
115,B.Tech/B.E.,Food Technology,2,Data Engineering,Data Analyst,Analytics/Data Services,Entrepreneurship/Startup,7.65,78.1,1,4.4,3.3,6.8,6.1,82.5,71.6,85.8,85.0,52.4,78.6,82.3,69.0,49.8,74.0,4,2,3,2,2,1,60.8,75.7,73.2,32.9,56.2,49.8,78.0,68.2,Average,56.2,0.4976
116,B.Tech/B.E.,Pharmacy,4,Classical ML,AI Trainer RLHF Specialist,GenAI Startups,Entrepreneurship/Startup,7.48,75.3,2,4.8,0.0,7.6,5.6,81.6,78.6,44.3,36.0,49.2,54.0,46.4,68.3,79.4,73.9,3,1,2,1,0,1,25.1,31.0,52.1,40.5,34.0,35.9,34.2,71.1,Good,51.8,0.7572
117,MCA,Computer Science,1,Robotics,Robotics Engineer,FinTech,Higher Studies/Research,6.65,85.7,0,4.1,1.3,6.8,3.5,72.0,64.2,49.4,45.6,57.4,41.8,23.2,48.0,46.2,54.1,2,2,3,0,1,0,29.3,48.5,40.4,12.6,53.9,29.8,40.7,70.4,Good,32.9,0.2059
118,B.Tech/B.E.,Mathematics & Computing,2,Robotics,Software Engineer Backend,Core Product Engineering,Government Exams,6.56,95.2,1,4.2,4.2,6.5,5.5,61.4,60.3,60.5,45.4,60.9,29.5,42.4,59.0,93.2,72.0,2,1,3,3,0,0,49.3,59.6,51.9,28.7,59.6,47.6,51.8,70.9,Good,44.4,0.1522
119,MSc,Information Technology,4,NLP,AI Trainer RLHF Specialist,Consulting,Freelance/Remote Work,6.44,77.8,2,3.4,0.0,7.9,6.6,69.5,66.1,38.9,25.1,46.7,47.6,35.5,53.2,66.7,57.3,0,1,2,0,0,0,28.7,35.6,58.8,21.8,38.1,18.0,24.4,69.4,Average,40.2,0.03
120,PhD,Electronics & Instrumentation,2,Robotics,AI/ML Engineer,GenAI Startups,Higher Studies/Research,7.15,96.5,2,3.8,0.0,5.6,4.5,85.3,72.0,30.1,32.8,38.2,61.7,13.2,53.7,35.8,52.1,0,0,2,0,0,1,23.5,19.5,27.9,14.7,38.8,18.9,28.9,71.4,Good,29.1,0.3597
121,M.Tech/M.E.,Commerce,2,Applied Research,Computer Vision Engineer,Research Labs/Academia,Job Placement,9.75,83.4,0,6.3,3.2,8.4,5.0,88.0,85.0,46.6,65.1,70.4,90.7,55.4,70.2,71.9,84.3,4,1,2,2,0,2,71.4,37.3,45.2,38.5,46.6,46.1,61.3,91.0,Excellent,56.8,0.632
122,MSc,Economics,3,Computer Vision,Data Analyst,Analytics/Data Services,Job Placement,6.12,66.0,2,3.0,1.1,6.7,6.2,64.2,47.5,17.0,20.2,35.7,36.4,18.3,57.9,49.5,44.8,0,0,0,0,0,0,29.0,19.4,51.7,9.0,23.1,12.7,40.1,52.8,At-Risk,27.3,0.178
123,B.Tech/B.E.,Statistics,3,Data Engineering,AI Transformation Consultant,Consulting,Entrepreneurship/Startup,7.37,71.7,1,3.4,1.1,6.4,4.7,73.7,60.3,55.2,73.7,57.7,51.7,40.9,54.5,51.4,71.0,1,0,0,0,0,1,23.8,55.8,35.9,27.2,35.1,33.8,47.3,68.0,Average,41.5,0.2582
124,B.Tech/B.E.,Commerce,1,Generative AI,AI Product Manager,Research Labs/Academia,Government Exams,5.89,76.0,3,4.6,1.8,6.1,4.6,63.0,62.9,73.3,53.2,65.9,51.0,63.4,46.8,56.3,60.9,5,0,2,1,3,0,59.4,64.8,57.0,47.4,41.0,47.7,51.1,48.6,At-Risk,43.1,0.4841
125,B.Tech/B.E.,Information Technology,3,Computer Vision,AI Trainer RLHF Specialist,Government/PSU,Career Switch/Upskilling,7.21,82.9,2,5.6,0.7,6.5,5.6,85.1,85.8,60.5,53.1,58.6,60.0,48.1,61.6,56.5,60.4,0,0,1,1,0,1,24.0,44.0,40.0,33.0,38.9,35.1,47.8,76.6,Good,45.7,0.2044
126,M.Tech/M.E.,Electronics & Communication,4,Generative AI,Data Analyst,GenAI Startups,Job Placement,8.61,68.4,0,3.1,0.5,5.5,3.8,85.8,82.8,73.1,57.6,51.3,78.3,19.2,87.8,30.4,66.9,2,1,5,0,3,0,52.3,52.5,37.5,20.1,47.1,28.3,64.2,78.6,Good,40.4,0.6865
127,BS (Data Science & AI),Chemical Engineering,1,Data Engineering,Data Scientist,Consulting,Job Placement,7.23,83.1,0,4.0,3.3,6.6,5.5,65.8,79.1,56.2,50.7,62.0,46.0,19.4,68.2,75.3,71.4,1,0,2,2,1,0,44.0,46.2,52.6,41.5,21.5,38.8,38.1,69.9,Good,42.6,0.4782
128,MCA,Information Technology,1,Robotics,AI Ethics Specialist,Research Labs/Academia,Entrepreneurship/Startup,7.0,95.9,1,5.9,2.7,7.5,1.9,81.3,86.5,77.5,62.3,61.9,54.4,58.1,65.6,77.7,85.5,7,2,2,0,3,1,59.3,51.2,62.9,46.9,53.0,43.0,44.4,88.9,Excellent,56.7,0.4576
129,B.Tech/B.E.,Business Administration,2,MLOps,Computer Vision Engineer,AI/ML Product Companies,Freelance/Remote Work,6.17,71.5,1,4.8,3.2,6.5,1.9,79.0,61.3,77.5,40.0,51.1,40.5,63.6,48.0,55.3,56.8,4,2,4,1,2,0,43.3,46.9,52.3,48.6,54.9,39.9,62.5,61.3,Average,43.4,0.4502
130,M.Tech/M.E.,Electronics & Instrumentation,3,Applied Research,AI/ML Engineer,GenAI Startups,Entrepreneurship/Startup,9.6,78.1,0,4.1,1.0,8.3,5.8,95.2,87.5,51.1,49.1,64.8,80.9,50.1,74.5,59.9,72.5,3,0,3,0,0,0,37.1,56.0,54.9,32.0,63.6,36.6,60.0,86.7,Excellent,47.4,0.7252
131,MSc,Robotics,1,Classical ML,Data Analyst,Government/PSU,Job Placement,8.44,98.4,0,7.8,5.0,4.8,4.2,98.8,93.6,52.3,58.2,55.6,80.8,67.9,61.0,72.5,56.6,4,3,5,0,2,1,39.2,61.1,58.8,67.0,68.3,44.5,61.8,84.0,Good,53.6,0.3198
132,B.Tech/B.E.,Physics,3,Robotics,Data Analyst,Analytics/Data Services,Entrepreneurship/Startup,8.43,76.2,0,4.0,1.6,7.5,6.1,81.7,83.8,56.1,60.2,53.0,71.1,36.3,81.3,61.2,70.6,4,1,2,1,2,0,42.1,48.3,52.2,33.4,61.3,37.0,46.8,81.3,Good,44.1,0.2042
133,BS (Data Science & AI),Electronics & Communication,2,Classical ML,AI/ML Engineer,FinTech,Entrepreneurship/Startup,8.08,83.8,0,3.2,2.6,5.7,3.6,80.8,85.0,68.9,67.2,67.4,58.2,53.3,83.0,55.9,65.2,4,0,3,4,2,0,58.7,72.7,50.9,15.0,55.0,61.9,73.2,77.0,Good,56.4,0.6614
134,B.Tech/B.E.,Chemistry,4,Classical ML,Robotics Engineer,Autonomous Systems/Robotics,Government Exams,6.71,74.8,1,1.5,2.9,7.9,3.4,66.4,74.8,32.1,48.4,54.1,57.0,42.2,75.0,67.5,60.9,1,0,2,0,0,0,29.9,40.4,66.1,25.1,27.7,33.6,43.8,76.0,Good,39.0,0.2267
135,PhD,Mass Communication,4,NLP,Software Engineer Backend,Core Product Engineering,Entrepreneurship/Startup,8.38,87.6,0,5.8,3.7,8.2,4.2,91.8,81.8,68.2,66.8,65.0,79.5,83.1,88.4,52.9,66.9,5,3,5,1,0,3,57.8,75.1,52.1,45.4,51.6,52.4,40.4,87.6,Excellent,57.9,0.492
136,B.Tech/B.E.,Agricultural Engineering,4,NLP,MLOps Engineer,Core Product Engineering,Job Placement,8.03,81.5,0,4.5,1.9,5.5,6.2,83.1,71.5,65.1,54.4,55.9,78.3,47.7,72.8,57.8,69.4,6,2,1,1,0,0,63.0,53.6,66.9,40.7,41.8,44.6,21.6,79.0,Good,51.1,0.7075
137,B.Tech/B.E.,AI & Data Science,1,Generative AI,Data Engineer,HealthTech,Career Switch/Upskilling,6.54,66.3,2,4.2,3.2,6.2,4.9,70.5,66.6,46.1,36.9,47.7,49.4,32.4,55.4,71.6,67.4,3,2,2,0,0,0,21.7,43.1,47.2,56.6,43.5,34.2,43.3,61.8,Average,36.0,0.156
138,B.Tech/B.E.,Chemistry,1,Applied Research,Conversational AI Engineer,GenAI Startups,Entrepreneurship/Startup,7.18,84.5,1,4.8,4.4,6.8,2.3,77.7,80.8,72.4,79.6,72.5,72.4,92.5,68.9,47.3,63.8,5,3,3,2,1,0,59.1,59.2,34.1,27.4,51.5,47.4,70.2,76.3,Good,60.6,0.9018
139,B.Tech/B.E.,AI & Data Science,1,Classical ML,Computer Vision Engineer,Autonomous Systems/Robotics,Career Switch/Upskilling,6.24,64.6,0,2.3,0.0,7.0,5.9,74.1,64.3,55.7,54.8,71.4,28.1,27.1,58.4,40.2,55.7,1,0,1,1,0,0,36.1,42.9,15.6,25.7,28.3,35.0,58.8,69.4,Average,32.6,0.1854
140,B.Tech/B.E.,Information Technology,1,NLP,Generative AI Engineer,GenAI Startups,Government Exams,7.33,82.0,2,4.4,1.6,6.6,5.4,83.1,77.3,66.9,48.7,52.9,65.2,55.6,53.5,95.0,87.3,2,1,2,1,0,1,42.3,53.2,45.2,16.6,35.2,35.6,49.7,80.1,Good,47.9,0.8244
141,BCA,Mathematics & Computing,4,Classical ML,Conversational AI Engineer,AI/ML Product Companies,Freelance/Remote Work,8.0,82.9,0,4.9,1.7,6.4,4.9,86.8,85.4,50.7,46.5,47.7,57.7,35.6,66.2,46.9,64.4,1,0,3,0,0,0,40.5,51.9,39.1,25.0,56.6,22.4,62.9,94.6,Excellent,30.3,0.2369
142,PhD,Commerce,1,Applied Research,Generative AI Engineer,GenAI Startups,Job Placement,7.85,80.1,0,6.4,3.6,5.4,3.2,70.1,68.0,52.6,65.4,53.7,68.8,77.4,56.4,65.6,56.8,5,1,1,1,1,1,59.3,48.4,63.1,26.4,65.7,37.4,50.3,73.3,Good,47.8,0.8778
143,BS (Data Science & AI),Chemical Engineering,4,Generative AI,Conversational AI Engineer,GenAI Startups,Higher Studies/Research,5.45,83.2,0,5.1,0.8,8.1,2.8,69.9,61.6,39.3,21.7,54.8,40.0,48.7,53.1,43.3,46.6,0,2,1,1,0,0,28.4,40.5,36.5,16.3,45.4,25.4,24.4,66.8,Average,33.2,0.4
144,BCA,Statistics,1,Applied Research,NLP Engineer,GenAI Startups,Government Exams,6.05,70.0,2,1.2,3.0,5.7,5.2,60.3,74.3,78.6,65.3,53.5,72.2,51.0,53.1,64.6,71.9,1,0,2,0,2,1,48.8,72.0,40.7,43.6,21.1,44.0,52.4,67.3,Average,45.2,0.7583
145,MSc,Robotics,4,Classical ML,NLP Engineer,AI/ML Product Companies,Job Placement,6.25,65.3,4,4.1,0.4,4.3,4.8,56.5,60.2,65.0,63.8,48.8,46.3,45.7,58.6,62.8,77.3,3,3,1,2,1,0,52.8,49.3,21.4,6.7,49.6,40.0,75.1,52.4,At-Risk,32.0,0.3068
146,B.Tech/B.E.,Economics,1,Applied Research,Software Engineer Full Stack,Core Product Engineering,Job Placement,6.9,56.6,2,1.7,0.7,5.3,6.3,62.3,62.3,59.5,60.1,44.4,59.6,53.2,57.8,71.7,74.5,1,0,0,1,0,1,26.4,54.2,37.4,22.4,29.7,27.2,32.7,51.6,At-Risk,33.2,0.1849
147,BCA,Statistics,3,Generative AI,Applied Scientist,AI/ML Product Companies,Freelance/Remote Work,7.55,85.4,0,3.9,4.0,5.6,4.4,84.8,77.0,47.6,40.0,55.7,58.5,56.3,50.8,64.2,65.4,3,3,2,0,0,3,42.0,39.7,27.9,28.3,55.6,30.9,56.3,88.2,Excellent,49.5,0.8325
148,B.Tech/B.E.,Chemical Engineering,4,Generative AI,NLP Engineer,AI/ML Product Companies,Government Exams,6.63,79.3,2,1.7,2.5,7.4,5.1,77.8,61.1,52.9,67.5,45.5,49.5,34.1,72.0,57.3,81.1,0,0,0,0,0,0,43.1,35.0,22.3,19.5,36.7,22.8,44.3,66.5,Average,40.5,0.5048
149,B.Tech/B.E.,Biotechnology,3,Classical ML,AI/ML Engineer,AI/ML Product Companies,Higher Studies/Research,6.96,84.9,0,5.8,3.4,7.8,5.4,71.3,73.4,65.0,65.2,54.7,59.6,60.5,71.5,89.2,78.0,5,3,3,3,2,0,47.0,45.6,64.3,42.2,68.7,44.8,57.3,80.3,Good,47.8,0.9221
150,B.Tech/B.E.,Pharmacy,2,Generative AI,Applied Scientist,AI/ML Product Companies,Freelance/Remote Work,7.52,85.7,0,4.7,1.2,7.0,4.7,85.8,79.1,68.8,43.4,59.4,71.0,50.0,76.1,62.0,71.0,4,0,2,0,0,2,56.3,58.8,40.9,42.5,49.5,36.7,41.7,75.8,Good,50.1,0.6915
151,BCA,Statistics,1,MLOps,Conversational AI Engineer,GenAI Startups,Government Exams,7.69,69.4,3,2.5,4.7,7.2,5.6,68.0,74.2,71.8,58.5,56.8,62.2,67.6,74.4,61.6,80.5,5,2,2,1,1,1,54.0,61.1,52.7,44.0,42.0,54.8,50.5,63.9,Average,60.5,0.8818
152,BCA,Information Technology,1,Applied Research,Applied Scientist,AI/ML Product Companies,Higher Studies/Research,7.84,100.0,0,6.0,3.4,6.9,3.0,81.4,80.5,65.5,66.5,67.0,71.3,68.6,65.6,49.1,78.4,4,1,3,1,4,4,55.9,56.4,52.7,40.8,57.8,46.8,54.2,85.7,Excellent,55.6,0.8436
153,B.Tech/B.E.,Agricultural Engineering,4,Robotics,AI Ethics Specialist,Research Labs/Academia,Job Placement,7.35,95.3,0,5.9,3.1,6.1,6.1,78.8,67.8,64.4,50.6,52.8,51.1,55.4,48.5,47.3,52.2,4,2,2,2,2,0,48.5,48.4,52.2,28.8,64.5,37.7,60.6,75.5,Good,52.3,0.1644
