degree,branch,year,cgpa,attendance,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,certifications_count,github_activity_score,linkedin_activity_score,programming_score,sql_score,dsa_score,communication_score,aptitude_score,internships_count,resume_score,ats_score,goal,target_role,academic_score,academic_category,employability_score,placement_probability,sector
B.Tech,CSE,1,7.77,90,6.3,3.5,8.4,3.6,100,93,0,7,3,5,82,44,84,75,65,51,70,1,78,89,Government Job,Product Manager,78.5,Good,84.7,85.6,Tech
BBA,HR,2,7.27,88,4.6,0.0,7.3,7.7,85,81,0,1,1,3,64,63,57,52,30,56,56,0,48,61,Research,Data Analyst,64.9,Average,30.7,44.6,Management
BCA,General,2,7.54,76,4.7,3.1,7.4,8.2,89,79,2,5,4,4,79,53,56,70,50,52,70,0,55,89,Freelancing,Cloud Engineer,55.8,Average,59.0,58.2,Tech
BBA,Finance,1,7.58,91,5.0,2.1,6.9,6.4,94,95,1,5,3,3,56,69,64,72,48,68,67,1,55,67,Higher Studies,Product Manager,67.3,Average,56.3,34.2,Management
B.Tech,CSE,3,6.67,74,3.0,1.2,6.6,5.7,86,79,3,3,3,2,59,44,53,42,38,55,52,0,63,70,Placement,Machine Learning Engineer,40.2,At Risk,38.9,25.7,Tech
B.Tech,ECE,3,8.44,72,5.2,2.8,5.7,6.3,93,95,2,5,4,5,55,39,79,86,65,46,47,0,60,82,Placement,Software Engineer,66.6,Average,63.6,55.7,Tech
BCA,General,4,6.59,72,2.0,1.3,7.1,7.8,79,73,4,5,3,4,37,55,65,70,34,59,54,1,79,55,Placement,UI/UX Designer,31.7,At Risk,51.4,50.8,Tech
Law,Corporate,4,7.63,85,5.9,1.3,8.4,3.9,100,98,0,3,1,1,66,79,55,65,59,91,76,1,56,54,Placement,Business Analyst,76.8,Good,51.6,67.8,Law
B.Tech,IT,2,7.42,67,2.2,1.4,7.4,7.8,94,89,0,4,2,4,58,39,60,72,53,58,58,1,57,78,Freelancing,Software Engineer,62.0,Average,65.2,50.3,Tech
B.Com,Hons,3,7.74,70,3.7,2.4,6.3,5.8,84,87,1,3,1,3,70,47,58,70,48,65,69,1,52,78,Freelancing,Data Analyst,62.3,Average,52.4,39.8,Commerce
B.Tech,ECE,3,7.54,74,5.6,2.7,7.8,5.5,100,94,0,3,4,4,92,50,78,62,66,67,75,1,60,76,Higher Studies,Data Analyst,75.5,Good,66.1,68.7,Tech
B.Tech,IT,1,7.26,64,3.3,3.2,7.0,6.2,87,84,2,5,4,5,85,59,72,63,68,50,54,1,67,91,Placement,Frontend Developer,55.3,Average,67.8,41.1,Tech
BCA,General,3,8.86,81,7.8,4.2,7.4,5.2,100,100,0,5,2,7,78,72,100,65,76,66,72,1,69,100,Research,Cybersecurity Analyst,90.4,Excellent,85.0,70.2,Tech
BCA,General,2,6.83,63,3.5,2.4,8.6,4.1,85,81,3,4,4,5,56,48,67,63,62,42,47,0,41,78,Freelancing,Backend Developer,40.4,At Risk,47.7,35.8,Tech
BCA,General,2,7.3,66,2.9,2.2,7.3,6.5,86,84,4,4,4,5,58,59,57,71,50,68,70,1,81,75,Higher Studies,UI/UX Designer,38.2,At Risk,62.3,32.7,Tech
BCA,General,3,8.93,61,5.1,3.4,7.0,4.7,93,92,2,6,4,3,74,61,57,74,57,69,84,1,79,66,Placement,Data Analyst,72.8,Average,67.2,42.6,Tech
B.Tech,AI&DS,2,9.14,81,7.6,5.4,7.3,5.3,100,100,0,8,5,7,80,40,98,100,74,55,73,2,91,80,Startup,Software Engineer,93.3,Excellent,94.3,74.0,Tech
BCA,General,2,6.76,50,1.1,1.1,6.6,7.0,77,75,4,3,1,1,54,54,61,50,48,79,56,1,63,80,Startup,UI/UX Designer,31.9,At Risk,45.0,52.5,Tech
BCA,General,4,8.51,73,4.2,2.8,6.5,4.9,89,90,0,6,2,4,72,48,76,58,62,62,66,1,86,71,Freelancing,Frontend Developer,82.0,Good,76.5,61.7,Tech
B.Tech,AI&DS,1,8.02,63,4.0,3.6,5.4,6.8,84,92,0,8,3,6,94,67,91,70,57,73,71,2,90,93,Placement,AI Engineer,69.2,Average,97.3,67.3,Tech
BCA,General,3,9.08,87,6.6,1.8,6.9,2.6,92,100,0,3,4,5,45,52,74,69,50,67,81,1,80,84,Research,Cybersecurity Analyst,88.0,Good,78.5,67.9,Tech
B.Tech,CSE,1,6.42,61,3.1,1.9,7.1,6.1,82,80,4,2,2,4,69,38,50,46,45,75,61,0,66,71,Startup,UI/UX Designer,32.5,At Risk,37.9,52.4,Tech
Law,Corporate,4,7.95,70,5.6,2.9,5.5,6.5,95,93,0,4,2,4,43,48,59,52,63,69,59,1,60,86,Placement,Cybersecurity Analyst,77.0,Good,56.8,53.2,Law
BCA,General,4,7.3,68,4.1,2.9,6.2,7.0,91,83,2,4,3,2,73,54,79,59,68,52,46,0,51,62,Higher Studies,Frontend Developer,56.1,Average,50.2,65.7,Tech
B.Tech,CSE,3,7.3,69,4.8,3.5,7.4,7.5,89,85,1,4,0,3,62,32,45,71,51,65,54,0,53,63,Placement,Cloud Engineer,62.3,Average,52.9,59.3,Tech
B.Tech,IT,4,8.86,96,5.5,3.0,6.8,5.3,97,100,0,6,4,5,76,33,70,88,58,41,50,0,54,90,Startup,Data Scientist,88.8,Good,72.7,49.4,Tech
B.Tech,CSE,3,7.29,74,2.3,2.6,6.5,8.5,77,81,2,4,1,6,55,55,55,63,50,59,53,1,80,80,Higher Studies,Cloud Engineer,46.6,At Risk,73.0,56.5,Tech
B.Tech,IT,3,6.56,58,2.1,0.9,6.6,8.0,71,73,2,1,1,4,37,46,60,52,53,47,60,1,44,69,Placement,Frontend Developer,37.8,At Risk,26.6,32.6,Tech
B.Com,General,3,7.27,76,3.7,1.1,6.7,5.6,90,83,1,1,0,2,40,55,34,49,31,58,70,0,36,58,Freelancing,Business Analyst,58.3,Average,28.4,36.6,Commerce
B.Tech,CSE,4,7.93,57,4.0,1.8,6.7,6.8,91,89,0,4,3,4,64,59,53,56,65,59,62,1,73,62,Freelancing,Machine Learning Engineer,69.7,Average,65.4,69.7,Tech
B.Com,General,1,8.14,93,4.9,3.0,7.9,5.7,92,89,0,5,3,5,58,60,94,60,70,81,71,1,67,92,Placement,Product Manager,77.9,Good,84.2,81.5,Commerce
B.Tech,IT,3,8.57,63,4.7,3.9,6.8,5.5,92,87,1,7,5,5,65,52,84,87,58,56,65,2,74,79,Startup,Cloud Engineer,72.0,Average,78.4,69.4,Tech
B.Tech,IT,1,6.24,70,3.3,2.0,7.6,5.6,80,79,1,4,2,4,68,62,56,56,54,61,55,1,61,85,Placement,Data Analyst,51.4,At Risk,62.6,51.8,Tech
B.Com,Hons,2,7.53,56,3.7,2.8,7.5,5.7,81,84,4,5,3,4,73,30,66,63,58,51,58,0,62,75,Startup,Data Analyst,40.3,At Risk,62.9,41.0,Commerce
BBA,HR,2,7.23,78,5.2,1.8,7.6,6.5,95,87,0,5,4,5,72,64,70,58,71,69,77,1,63,100,Government Job,UI/UX Designer,70.8,Average,78.6,47.2,Management
Law,Criminal,3,6.7,64,3.2,2.3,6.7,5.7,79,76,0,1,2,2,43,64,66,70,52,60,74,1,47,71,Startup,Cybersecurity Analyst,56.8,Average,47.5,63.5,Law
BBA,Marketing,3,7.66,60,4.9,1.4,7.2,8.1,96,97,2,4,4,4,70,51,71,65,62,71,71,1,62,64,Placement,Data Analyst,58.3,Average,59.9,51.5,Management
B.Tech,IT,4,6.81,57,2.5,1.2,7.2,9.1,77,75,1,1,3,3,46,41,51,66,60,57,63,1,66,75,Startup,Business Analyst,47.6,At Risk,52.2,49.6,Tech
B.Tech,IT,4,7.92,82,4.4,2.5,7.3,5.9,93,81,1,6,4,7,76,64,68,73,74,65,64,1,66,77,Higher Studies,Machine Learning Engineer,66.1,Average,78.7,84.7,Tech
BBA,Finance,1,8.02,63,4.8,1.8,8.0,7.1,93,93,0,3,2,3,31,36,78,75,47,56,62,0,56,40,Placement,Data Analyst,73.9,Average,48.3,37.6,Management
B.Tech,IT,1,7.01,57,2.1,2.8,6.9,8.7,70,77,4,5,3,3,69,29,71,58,57,51,49,0,54,85,Placement,Backend Developer,30.9,At Risk,51.7,51.0,Tech
B.Tech,AI&DS,1,8.5,81,6.6,3.8,7.2,5.7,100,92,0,6,3,6,73,61,63,75,60,62,72,1,79,94,Placement,Full Stack Developer,85.1,Good,79.6,72.6,Tech
BBA,HR,3,7.25,58,2.7,1.3,7.2,7.3,85,88,4,4,2,2,67,59,66,66,73,58,46,1,76,75,Government Job,UI/UX Designer,34.7,At Risk,52.6,34.0,Management
B.Tech,CSE,2,7.6,85,5.3,2.8,7.7,7.4,85,93,0,5,2,2,74,67,57,53,67,55,61,1,67,73,Placement,AI Engineer,75.6,Good,65.7,43.5,Tech
B.Tech,ECE,4,8.92,89,5.2,4.8,7.0,3.9,98,95,0,8,4,4,97,57,78,80,82,63,68,2,98,74,Placement,AI Engineer,85.7,Good,93.0,98.0,Tech
B.Tech,IT,1,7.05,57,3.2,0.0,5.9,6.3,79,75,0,0,0,2,42,47,47,41,41,51,57,0,40,58,Research,UI/UX Designer,54.0,At Risk,20.0,40.2,Tech
Law,Criminal,4,7.18,77,3.8,2.1,6.9,5.9,85,76,1,4,3,3,52,58,70,69,44,66,60,1,72,74,Placement,Cybersecurity Analyst,57.4,Average,62.7,34.0,Law
B.Tech,ECE,3,8.09,73,4.3,4.6,7.7,3.7,96,94,0,9,4,7,85,49,76,79,67,59,77,2,85,84,Government Job,DevOps Engineer,76.3,Good,90.7,67.6,Tech
B.Tech,CSE,3,8.2,86,6.9,3.8,6.8,3.5,100,93,0,4,4,3,74,85,64,71,47,90,85,1,84,86,Higher Studies,Product Manager,83.7,Good,76.8,67.2,Tech
B.Tech,CSE,3,7.21,92,5.3,2.1,7.5,4.4,97,87,0,4,2,3,59,75,64,63,53,70,70,0,62,74,Higher Studies,Product Manager,71.7,Average,54.8,60.0,Tech
BCA,General,4,8.33,64,5.4,2.7,7.1,7.1,100,84,1,6,4,2,70,51,93,39,70,75,66,1,91,88,Higher Studies,Data Engineer,67.4,Average,77.3,67.3,Tech
B.Tech,CSE,1,7.71,83,5.2,3.5,6.2,6.4,90,91,0,4,5,6,89,66,87,62,55,74,66,1,73,80,Government Job,Software Engineer,72.8,Average,80.5,55.5,Tech
B.Tech,ECE,4,7.22,81,4.2,1.9,7.8,4.7,88,87,4,4,3,2,72,73,72,82,67,68,75,1,69,79,Higher Studies,Software Engineer,47.4,At Risk,55.0,57.1,Tech
B.Tech,IT,4,7.54,85,4.1,3.4,6.9,7.1,92,89,0,5,4,3,69,42,74,65,49,58,61,2,80,82,Higher Studies,Cybersecurity Analyst,73.4,Average,71.8,77.7,Tech
B.Tech,ECE,3,7.59,73,5.0,2.0,8.0,3.2,92,93,1,4,3,3,61,52,78,75,62,53,74,0,56,67,Government Job,QA Engineer,63.1,Average,64.0,47.9,Tech
B.Tech,AI&DS,3,7.43,71,3.0,2.9,7.4,8.0,88,80,0,4,3,5,72,50,70,54,70,70,52,1,80,83,Placement,Data Analyst,65.9,Average,71.2,52.7,Tech
B.Com,Hons,1,7.51,65,3.5,1.4,6.8,8.3,86,86,1,0,0,3,45,52,60,50,31,55,57,1,37,77,Placement,Business Analyst,55.6,Average,26.1,27.3,Commerce
B.Tech,CSE,2,7.72,63,4.2,3.0,6.6,6.3,90,87,0,3,4,4,92,57,73,53,60,56,58,1,59,78,Placement,Full Stack Developer,73.8,Average,70.0,36.1,Tech
B.Tech,IT,3,8.37,91,4.0,4.7,8.1,7.1,96,95,0,7,5,5,78,52,75,58,78,51,70,1,71,95,Research,Cloud Engineer,79.1,Good,86.5,82.5,Tech
Law,Criminal,2,7.62,81,5.3,2.4,8.0,3.1,95,90,0,2,1,3,60,66,63,56,67,72,82,1,51,70,Higher Studies,Business Analyst,75.4,Good,56.4,52.6,Law
BBA,HR,1,7.86,64,4.7,0.3,6.3,8.0,91,90,2,1,3,3,64,21,60,73,43,56,65,0,37,70,Government Job,Data Analyst,59.2,Average,31.0,39.7,Management
BCA,General,4,8.44,68,4.5,2.7,6.5,4.8,97,93,1,4,4,5,50,42,67,49,57,67,60,1,73,66,Higher Studies,QA Engineer,68.4,Average,58.8,60.9,Tech
B.Tech,IT,4,8.54,72,5.6,3.9,7.1,5.9,100,100,0,5,2,5,61,57,86,54,69,67,71,1,64,82,Higher Studies,Data Scientist,84.0,Good,75.3,76.4,Tech
BCA,General,2,7.79,82,5.1,2.9,7.2,3.1,100,95,0,5,1,6,74,51,63,65,58,61,86,0,61,65,Government Job,Software Engineer,80.5,Good,53.5,48.3,Tech
BBA,Marketing,2,8.55,84,6.5,4.3,8.1,4.7,100,100,0,8,5,7,86,63,88,78,63,87,82,1,93,86,Higher Studies,Business Analyst,87.6,Good,89.8,59.1,Management
B.Tech,IT,3,7.21,77,4.9,2.0,7.8,5.0,85,83,0,7,3,4,57,53,55,92,40,45,66,1,68,64,Freelancing,DevOps Engineer,67.0,Average,68.8,70.4,Tech
B.Tech,AI&DS,4,8.29,97,8.0,3.8,8.7,3.4,100,100,0,6,4,6,87,55,82,76,59,63,69,2,92,82,Government Job,Data Scientist,90.3,Excellent,80.8,47.3,Tech
B.Tech,CSE,3,7.34,77,3.1,0.2,7.8,5.5,81,82,3,2,2,2,53,31,51,45,50,68,59,0,49,64,Placement,DevOps Engineer,45.8,At Risk,33.3,40.4,Tech
B.Tech,ECE,3,7.81,79,4.1,3.6,7.3,6.5,99,91,0,4,5,6,71,50,78,65,47,53,70,1,64,82,Research,Software Engineer,77.0,Good,73.3,76.2,Tech
B.Com,Hons,4,8.32,70,4.7,1.1,7.7,6.4,96,93,2,3,2,3,55,35,59,55,51,66,61,1,50,71,Placement,Data Analyst,64.1,Average,48.9,64.7,Commerce
Law,Criminal,1,6.73,71,4.0,1.1,9.0,5.4,88,82,0,2,1,5,25,54,42,55,51,84,62,0,55,63,Government Job,Product Manager,62.8,Average,45.5,44.7,Law
B.Tech,IT,3,7.71,82,4.7,3.5,7.1,5.9,93,90,1,5,3,3,73,65,100,81,66,82,70,1,70,80,Higher Studies,Data Analyst,66.5,Average,81.2,65.2,Tech
BBA,Marketing,4,6.41,83,3.9,0.0,7.6,2.0,86,80,1,0,0,0,39,52,30,26,34,61,53,0,35,48,Research,UI/UX Designer,55.6,Average,21.7,31.6,Management
B.Com,Hons,4,7.26,85,6.3,3.9,6.5,4.3,99,91,0,8,4,7,64,68,78,72,67,73,78,2,93,88,Government Job,Product Manager,74.3,Average,95.5,71.5,Commerce
B.Tech,IT,4,7.58,64,2.8,4.2,6.2,8.1,93,91,3,5,5,4,81,64,94,93,52,72,66,1,65,83,Placement,Data Analyst,49.2,At Risk,77.9,64.5,Tech
B.Tech,AI&DS,1,8.57,76,5.9,2.8,6.7,2.9,100,96,0,7,4,6,88,59,63,75,64,51,67,0,79,68,Placement,AI Engineer,83.7,Good,72.3,76.3,Tech
B.Com,Hons,3,7.52,77,3.0,2.9,7.2,4.3,93,92,1,6,4,4,68,49,79,64,59,65,62,1,69,93,Research,Product Manager,69.6,Average,72.0,66.5,Commerce
B.Tech,IT,2,8.12,67,3.7,3.7,5.8,6.5,86,88,1,4,4,4,73,37,89,79,69,48,57,0,55,62,Startup,Cloud Engineer,68.5,Average,56.5,70.4,Tech
B.Tech,AI&DS,4,7.02,76,3.9,4.5,5.8,6.3,89,92,0,9,6,6,89,55,94,62,71,68,71,1,84,88,Freelancing,Machine Learning Engineer,67.4,Average,90.8,79.6,Tech
BBA,Marketing,3,6.9,69,2.5,0.7,6.4,6.4,90,90,2,2,1,3,60,42,54,67,55,60,69,1,62,74,Placement,UI/UX Designer,52.5,At Risk,50.8,47.4,Management
BCA,General,2,8.38,60,5.4,2.8,6.3,8.2,92,100,0,5,5,4,75,62,81,52,56,54,73,1,65,73,Higher Studies,Software Engineer,76.1,Good,73.0,59.4,Tech
Law,Corporate,3,8.93,86,6.1,2.1,7.5,6.1,100,100,0,5,3,5,65,68,83,77,61,91,72,1,54,78,Freelancing,Product Manager,87.2,Good,73.9,81.5,Law
BCA,General,2,7.04,75,3.1,4.2,7.3,5.5,80,83,0,8,5,8,81,51,77,52,58,51,57,2,94,99,Placement,Backend Developer,64.0,Average,91.6,71.0,Tech
B.Tech,IT,4,7.32,73,3.6,2.0,7.6,4.2,86,81,1,4,3,3,62,43,59,55,56,63,54,1,69,70,Freelancing,Cloud Engineer,53.3,At Risk,61.9,69.3,Tech
BCA,General,3,7.91,76,5.2,2.9,6.0,6.8,88,90,1,7,4,6,67,68,68,73,50,52,60,1,92,85,Government Job,Frontend Developer,68.3,Average,83.3,60.1,Tech
BBA,HR,1,7.11,67,3.2,1.6,6.9,7.4,85,81,2,6,4,3,49,69,76,68,58,80,77,1,76,57,Placement,Product Manager,47.3,At Risk,60.6,62.9,Management
B.Tech,IT,2,8.19,68,3.9,3.9,7.0,9.0,93,95,4,5,4,5,79,57,94,53,73,68,82,1,65,75,Research,AI Engineer,50.4,At Risk,67.3,57.7,Tech
B.Tech,CSE,1,7.71,62,5.5,1.9,5.7,8.7,96,90,0,6,5,6,80,38,79,83,75,59,57,2,64,93,Placement,DevOps Engineer,67.7,Average,77.2,63.7,Tech
B.Tech,CSE,1,7.72,60,3.7,1.0,6.6,8.0,86,88,0,4,3,2,66,45,60,58,41,69,60,1,60,69,Placement,UI/UX Designer,62.5,Average,54.5,45.7,Tech
B.Tech,ECE,2,7.98,85,4.7,4.5,6.1,6.5,94,95,0,7,4,7,60,45,72,64,80,56,57,1,68,100,Placement,Data Scientist,76.8,Good,82.4,60.9,Tech
BCA,General,2,7.17,67,3.8,2.4,6.6,5.5,79,79,2,6,4,4,49,45,49,66,62,49,59,2,71,82,Startup,Frontend Developer,51.5,At Risk,60.1,63.0,Tech
B.Tech,AI&DS,1,5.92,73,1.0,2.4,8.9,6.2,76,78,2,3,3,2,65,39,49,56,47,46,59,1,53,48,Startup,Backend Developer,43.2,At Risk,33.9,59.1,Tech
B.Tech,IT,2,6.71,61,2.9,0.7,7.2,9.1,82,78,4,2,0,1,47,48,48,36,34,80,62,0,43,50,Freelancing,UI/UX Designer,31.8,At Risk,25.9,43.2,Tech
B.Tech,ECE,2,7.09,61,2.1,2.2,5.7,6.9,85,81,0,1,4,3,77,67,58,81,50,51,58,1,42,74,Placement,Business Analyst,62.9,Average,50.4,42.2,Tech
BCA,General,2,7.58,85,5.2,3.0,6.7,3.8,97,86,2,5,3,5,70,45,75,81,76,52,54,1,46,72,Placement,Data Analyst,62.0,Average,54.8,58.2,Tech
B.Tech,ECE,2,7.39,62,4.5,0.9,7.2,6.0,91,88,1,2,3,2,39,54,54,38,35,73,59,0,55,51,Placement,Business Analyst,55.5,Average,27.4,16.2,Tech
BCA,General,1,6.3,52,1.0,0.9,7.2,6.9,69,63,1,1,2,0,54,38,38,39,50,72,38,0,47,49,Placement,UI/UX Designer,38.3,At Risk,24.4,38.4,Tech
B.Tech,CSE,1,8.03,54,2.7,2.8,6.1,6.4,88,83,3,4,4,3,73,56,64,67,43,51,68,0,74,86,Placement,Data Scientist,50.3,At Risk,62.6,82.7,Tech
Law,Corporate,1,5.95,76,3.3,1.0,7.7,3.3,79,79,2,3,1,3,61,69,54,65,20,75,47,0,49,78,Government Job,Business Analyst,40.5,At Risk,42.0,18.3,Law
B.Com,Hons,3,8.59,78,5.9,2.9,7.6,6.9,97,96,0,6,3,6,79,57,64,91,49,50,52,1,71,82,Placement,Data Analyst,83.4,Good,79.8,58.6,Commerce
B.Tech,ECE,4,7.47,66,5.0,3.7,6.8,6.0,94,91,1,8,3,5,72,83,62,74,59,82,92,2,91,71,Government Job,UI/UX Designer,66.6,Average,83.5,81.8,Tech
BCA,General,3,6.95,53,2.9,3.1,5.2,7.7,82,84,1,5,5,2,57,48,83,65,54,54,51,1,65,92,Higher Studies,Backend Developer,50.8,At Risk,62.4,80.4,Tech
BBA,Finance,1,7.75,74,5.2,3.0,5.9,7.1,95,93,0,4,4,5,49,52,79,64,60,56,70,2,74,73,Placement,Data Analyst,71.1,Average,77.2,77.7,Management
B.Tech,CSE,4,8.13,91,6.8,2.6,7.0,5.7,99,100,0,6,3,6,74,48,85,72,64,60,79,1,72,66,Placement,QA Engineer,83.2,Good,75.9,58.6,Tech
B.Tech,AI&DS,4,7.61,79,4.3,2.0,7.4,4.3,86,88,2,3,2,4,65,52,79,73,50,61,60,1,68,87,Placement,Business Analyst,57.7,Average,70.0,79.6,Tech
BBA,Marketing,4,9.1,94,7.3,3.4,6.5,5.2,99,93,3,5,5,4,77,32,81,81,71,45,71,0,55,65,Higher Studies,Data Analyst,71.4,Average,60.2,68.8,Management
B.Tech,CSE,3,7.49,85,5.6,3.5,8.2,6.5,92,93,0,5,3,7,89,62,84,70,53,75,85,1,77,86,Startup,Product Manager,77.5,Good,80.0,65.0,Tech
BCA,General,2,7.82,88,5.3,2.7,8.6,4.6,91,86,0,7,4,5,53,75,69,58,55,53,57,1,86,91,Startup,Software Engineer,79.5,Good,77.6,69.0,Tech
BBA,Marketing,2,7.38,58,3.1,2.8,6.3,8.9,92,82,0,3,3,1,62,57,71,89,37,73,78,1,67,77,Startup,UI/UX Designer,63.6,Average,60.4,46.6,Management
B.Tech,CSE,2,7.83,76,4.4,3.9,6.4,10.5,94,86,3,8,6,5,78,66,90,94,100,72,54,3,100,81,Startup,Software Engineer,57.7,Average,94.5,76.5,Tech
BCA,General,1,6.6,63,4.4,0.0,6.5,4.8,82,84,2,0,0,0,51,42,43,29,29,70,70,0,35,35,Government Job,QA Engineer,47.8,At Risk,22.1,49.2,Tech
B.Tech,IT,2,6.91,77,3.9,0.0,7.6,4.9,91,79,2,0,0,1,57,69,59,39,36,53,43,0,36,54,Government Job,Software Engineer,52.6,At Risk,25.9,24.6,Tech
B.Com,General,2,6.93,68,4.7,0.8,6.9,5.0,80,83,3,2,1,0,49,42,61,39,49,68,60,0,47,67,Placement,Business Analyst,45.3,At Risk,34.9,53.0,Commerce
BCA,General,4,7.23,68,4.7,3.8,7.3,8.1,88,88,1,4,4,5,60,62,70,71,70,80,68,1,69,84,Government Job,Frontend Developer,60.7,Average,77.0,70.3,Tech
BBA,Marketing,3,6.9,68,4.4,1.1,7.4,5.6,81,86,2,3,1,3,53,37,48,33,28,68,59,0,41,63,Government Job,Product Manager,51.2,At Risk,26.6,43.0,Management
B.Com,Hons,4,7.6,71,3.8,2.0,6.8,10.1,88,87,2,3,3,2,75,66,57,48,45,82,79,2,60,72,Government Job,Product Manager,61.6,Average,60.6,50.0,Commerce
B.Tech,AI&DS,1,7.75,68,3.5,2.0,7.6,7.6,88,84,2,2,2,3,50,26,70,70,52,67,48,0,47,58,Higher Studies,UI/UX Designer,58.1,Average,50.7,56.9,Tech
B.Tech,IT,3,8.37,91,8.0,3.5,7.2,5.3,100,100,0,4,5,5,78,53,70,77,74,84,72,1,82,88,Government Job,Data Analyst,85.6,Good,80.2,69.0,Tech
Law,Corporate,4,6.64,46,1.6,0.7,6.2,5.6,71,72,0,0,3,0,32,38,60,55,46,73,48,1,44,62,Higher Studies,Business Analyst,49.3,At Risk,50.2,43.7,Law
BCA,General,2,6.84,88,4.1,2.5,5.9,5.7,95,86,1,3,1,5,65,66,64,51,35,55,42,0,73,72,Placement,UI/UX Designer,65.8,Average,61.2,39.3,Tech
BBA,Finance,2,7.34,80,4.2,3.9,6.3,6.6,90,88,2,5,6,6,85,68,77,91,57,82,83,3,100,67,Placement,Product Manager,59.7,Average,86.0,75.2,Management
BCA,General,2,6.51,63,3.2,3.1,7.6,4.4,83,84,3,4,2,3,63,79,74,60,46,62,49,1,55,81,Higher Studies,Software Engineer,38.9,At Risk,50.1,49.6,Tech
BCA,General,3,5.92,65,1.0,0.2,6.6,6.1,74,74,0,3,0,2,63,32,67,53,29,47,50,0,41,82,Placement,Backend Developer,50.7,At Risk,41.4,54.3,Tech
B.Tech,AI&DS,2,7.76,77,5.6,2.9,7.6,8.2,83,91,2,5,4,5,79,69,71,49,55,80,88,1,72,87,Placement,AI Engineer,57.2,Average,68.5,66.1,Tech
B.Tech,ECE,2,7.28,70,4.5,2.7,6.3,6.9,91,91,0,6,2,3,76,52,79,59,52,65,58,2,78,81,Higher Studies,UI/UX Designer,70.1,Average,78.5,66.0,Tech
B.Tech,CSE,3,7.44,56,3.5,1.6,6.3,5.6,85,69,4,2,2,1,61,36,33,70,58,44,66,0,35,61,Placement,Backend Developer,35.7,At Risk,20.2,30.9,Tech
BCA,General,4,7.28,81,5.5,4.9,6.0,5.6,88,80,1,8,4,7,52,53,87,63,79,79,73,2,98,92,Startup,UI/UX Designer,61.1,Average,90.2,71.1,Tech
BBA,Marketing,2,7.97,65,4.8,1.7,6.8,7.2,89,88,0,3,3,6,66,23,53,49,57,56,52,0,39,74,Higher Studies,Product Manager,74.0,Average,47.1,39.5,Management
BBA,Marketing,4,7.28,72,3.7,1.3,5.6,6.0,94,93,2,3,1,4,44,27,53,47,54,54,58,2,75,73,Research,Data Analyst,57.6,Average,62.5,65.6,Management
Law,Corporate,1,6.49,66,3.6,1.0,6.7,8.1,80,77,4,2,3,4,35,48,49,39,36,55,50,0,35,60,Research,Business Analyst,28.5,At Risk,24.9,20.0,Law
B.Com,Hons,3,7.52,76,3.8,1.0,7.7,6.1,80,88,3,0,2,0,52,45,69,31,32,64,68,1,35,57,Research,Business Analyst,50.0,At Risk,30.8,22.7,Commerce
Law,Corporate,2,8.55,64,5.8,5.6,7.4,4.9,100,95,0,8,6,6,87,52,91,85,81,58,68,2,100,97,Freelancing,Product Manager,81.1,Good,98.0,78.3,Law
B.Tech,CSE,2,6.95,75,3.6,2.6,8.0,8.2,87,81,1,4,2,3,59,49,79,65,51,64,53,0,63,65,Placement,Data Scientist,52.9,At Risk,58.8,68.9,Tech
B.Com,Hons,2,6.98,63,3.2,2.9,6.2,6.2,78,78,4,5,5,4,53,42,58,54,43,90,77,1,68,88,Placement,Business Analyst,33.1,At Risk,65.5,64.2,Commerce
BCA,General,1,8.52,88,5.3,3.0,7.8,2.0,98,99,0,6,4,4,79,34,97,73,49,42,69,0,57,78,Placement,UI/UX Designer,85.2,Good,74.7,57.0,Tech
B.Tech,AI&DS,1,8.5,78,3.8,2.5,6.3,7.6,96,92,2,6,2,5,52,45,81,59,54,53,64,1,85,83,Placement,Frontend Developer,68.7,Average,74.8,87.7,Tech
BBA,Marketing,4,7.22,60,3.6,1.0,6.7,8.5,80,78,1,3,4,4,50,25,57,39,58,49,51,1,61,61,Placement,UI/UX Designer,53.8,At Risk,46.3,53.2,Management
B.Tech,IT,2,9.22,78,5.6,4.5,7.7,5.7,100,95,0,7,4,6,80,70,82,81,71,74,78,1,92,72,Government Job,AI Engineer,88.3,Good,85.0,64.4,Tech
Law,Corporate,4,8.38,73,5.8,2.7,6.5,7.2,100,91,1,4,4,7,79,46,68,58,73,66,52,2,91,91,Freelancing,Product Manager,75.0,Average,88.7,72.5,Law
Law,Criminal,2,6.6,60,3.2,0.5,5.8,3.8,88,75,0,1,0,3,48,51,28,39,45,50,62,0,35,45,Government Job,Business Analyst,55.4,Average,23.5,41.9,Law
B.Tech,IT,4,8.61,74,5.9,2.6,7.9,6.9,100,100,0,5,3,5,69,34,71,58,80,59,66,0,67,74,Startup,Data Scientist,86.4,Good,68.6,54.8,Tech
B.Tech,IT,2,7.93,100,7.0,3.5,8.2,5.1,100,99,0,6,3,5,80,43,69,80,50,40,62,1,58,86,Government Job,QA Engineer,85.3,Good,72.8,69.4,Tech
BCA,General,4,7.95,76,4.4,4.2,6.1,6.0,93,93,1,5,3,3,80,54,54,66,49,57,62,2,69,76,Higher Studies,Business Analyst,70.9,Average,62.6,56.7,Tech
